id,longitude,latitude,start_date,end_date,label
94,-51.0765894955795,-12.9951685671153,2007-08-29,2008-08-12,Cerradao
95,-51.0765894955795,-12.9951685671153,2008-08-28,2009-08-13,Cerradao
96,-51.0765894955795,-12.9951685671153,2009-08-29,2010-08-13,Cerradao
97,-51.0765894955795,-12.9951685671153,2010-08-29,2011-08-13,Cerradao
98,-51.0765894955795,-12.9951685671153,2011-08-29,2012-08-12,Cerradao
99,-51.0765894955795,-12.9951685671153,2012-08-28,2013-08-13,Cerradao
100,-51.3074353610465,-13.2558009958682,2002-08-29,2003-08-13,Cerradao
101,-51.3074353610465,-13.2558009958682,2003-08-29,2004-08-12,Cerradao
102,-51.3074353610465,-13.2558009958682,2004-08-28,2005-08-13,Cerradao
103,-51.3074353610465,-13.2558009958682,2005-08-29,2006-08-13,Cerradao
104,-51.3074353610465,-13.2558009958682,2006-08-29,2007-08-13,Cerradao
105,-51.3074353610465,-13.2558009958682,2007-08-29,2008-08-12,Cerradao
106,-51.3074353610465,-13.2558009958682,2008-08-28,2009-08-13,Cerradao
107,-51.3074353610465,-13.2558009958682,2009-08-29,2010-08-13,Cerradao
108,-51.3074353610465,-13.2558009958682,2010-08-29,2011-08-13,Cerradao
109,-51.3074353610465,-13.2558009958682,2011-08-29,2012-08-12,Cerradao
110,-51.3074353610465,-13.2558009958682,2012-08-28,2013-08-13,Cerradao
111,-51.1733958262592,-13.7807891737849,2002-08-29,2003-08-13,Cerradao
112,-51.1733958262592,-13.7807891737849,2003-08-29,2004-08-12,Cerradao
113,-51.1733958262592,-13.7807891737849,2004-08-28,2005-08-13,Cerradao
114,-51.1733958262592,-13.7807891737849,2005-08-29,2006-08-13,Cerradao
115,-51.1733958262592,-13.7807891737849,2006-08-29,2007-08-13,Cerradao
116,-51.1733958262592,-13.7807891737849,2007-08-29,2008-08-12,Cerradao
117,-51.1733958262592,-13.7807891737849,2008-08-28,2009-08-13,Cerradao
118,-51.1733958262592,-13.7807891737849,2009-08-29,2010-08-13,Cerradao
119,-51.1733958262592,-13.7807891737849,2010-08-29,2011-08-13,Cerradao
120,-51.1733958262592,-13.7807891737849,2011-08-29,2012-08-12,Cerradao
121,-51.1733958262592,-13.7807891737849,2012-08-28,2013-08-13,Cerradao
122,-50.1196961500151,-14.2145560016381,2002-08-29,2003-08-13,Cerradao
123,-50.1196961500151,-14.2145560016381,2003-08-29,2004-08-12,Cerradao
124,-50.1196961500151,-14.2145560016381,2004-08-28,2005-08-13,Cerradao
125,-50.1196961500151,-14.2145560016381,2005-08-29,2006-08-13,Cerradao
126,-50.1196961500151,-14.2145560016381,2006-08-29,2007-08-13,Cerradao
127,-50.1196961500151,-14.2145560016381,2007-08-29,2008-08-12,Cerradao
128,-50.1196961500151,-14.2145560016381,2008-08-28,2009-08-13,Cerradao
129,-50.1196961500151,-14.2145560016381,2009-08-29,2010-08-13,Cerradao
130,-50.1196961500151,-14.2145560016381,2010-08-29,2011-08-13,Cerradao
131,-50.1196961500151,-14.2145560016381,2011-08-29,2012-08-12,Cerradao
132,-50.1196961500151,-14.2145560016381,2012-08-28,2013-08-13,Cerradao
133,-50.1736842959711,-14.2592358465672,2002-08-29,2003-08-13,Cerradao
134,-50.1736842959711,-14.2592358465672,2003-08-29,2004-08-12,Cerradao
135,-50.1736842959711,-14.2592358465672,2004-08-28,2005-08-13,Cerradao
136,-50.1736842959711,-14.2592358465672,2005-08-29,2006-08-13,Cerradao
137,-50.1736842959711,-14.2592358465672,2006-08-29,2007-08-13,Cerradao
138,-50.1736842959711,-14.2592358465672,2007-08-29,2008-08-12,Cerradao
139,-50.1736842959711,-14.2592358465672,2008-08-28,2009-08-13,Cerradao
140,-50.1736842959711,-14.2592358465672,2009-08-29,2010-08-13,Cerradao
141,-50.1736842959711,-14.2592358465672,2010-08-29,2011-08-13,Cerradao
142,-50.1736842959711,-14.2592358465672,2011-08-29,2012-08-12,Cerradao
143,-50.1736842959711,-14.2592358465672,2012-08-28,2013-08-13,Cerradao
144,-51.9031666267675,-13.6448879787923,2002-08-29,2003-08-13,Cerradao
145,-51.9031666267675,-13.6448879787923,2003-08-29,2004-08-12,Cerradao
146,-51.9031666267675,-13.6448879787923,2004-08-28,2005-08-13,Cerradao
147,-51.9031666267675,-13.6448879787923,2005-08-29,2006-08-13,Cerradao
148,-51.9031666267675,-13.6448879787923,2006-08-29,2007-08-13,Cerradao
149,-51.9031666267675,-13.6448879787923,2007-08-29,2008-08-12,Cerradao
150,-51.9031666267675,-13.6448879787923,2008-08-28,2009-08-13,Cerradao
151,-51.9031666267675,-13.6448879787923,2009-08-29,2010-08-13,Cerradao
152,-51.9031666267675,-13.6448879787923,2010-08-29,2011-08-13,Cerradao
153,-51.9031666267675,-13.6448879787923,2011-08-29,2012-08-12,Cerradao
154,-51.9031666267675,-13.6448879787923,2012-08-28,2013-08-13,Cerradao
155,-51.4545065172713,-13.6411646583816,2002-08-29,2003-08-13,Cerradao
156,-51.4545065172713,-13.6411646583816,2003-08-29,2004-08-12,Cerradao
157,-51.4545065172713,-13.6411646583816,2004-08-28,2005-08-13,Cerradao
158,-51.4545065172713,-13.6411646583816,2005-08-29,2006-08-13,Cerradao
159,-51.4545065172713,-13.6411646583816,2006-08-29,2007-08-13,Cerradao
160,-51.4545065172713,-13.6411646583816,2007-08-29,2008-08-12,Cerradao
161,-51.4545065172713,-13.6411646583816,2008-08-28,2009-08-13,Cerradao
162,-51.4545065172713,-13.6411646583816,2009-08-29,2010-08-13,Cerradao
163,-51.4545065172713,-13.6411646583816,2010-08-29,2011-08-13,Cerradao
164,-51.4545065172713,-13.6411646583816,2011-08-29,2012-08-12,Cerradao
165,-51.4545065172713,-13.6411646583816,2012-08-28,2013-08-13,Cerradao
166,-51.3670084876186,-12.5669867198783,2002-08-29,2003-08-13,Cerradao
167,-51.3670084876186,-12.5669867198783,2003-08-29,2004-08-12,Cerradao
168,-51.3670084876186,-12.5669867198783,2004-08-28,2005-08-13,Cerradao
169,-51.3670084876186,-12.5669867198783,2005-08-29,2006-08-13,Cerradao
170,-51.3670084876186,-12.5669867198783,2006-08-29,2007-08-13,Cerradao
171,-51.3670084876186,-12.5669867198783,2007-08-29,2008-08-12,Cerradao
172,-51.3670084876186,-12.5669867198783,2008-08-28,2009-08-13,Cerradao
173,-51.3670084876186,-12.5669867198783,2009-08-29,2010-08-13,Cerradao
174,-51.3670084876186,-12.5669867198783,2010-08-29,2011-08-13,Cerradao
175,-51.3670084876186,-12.5669867198783,2011-08-29,2012-08-12,Cerradao
176,-51.3670084876186,-12.5669867198783,2012-08-28,2013-08-13,Cerradao
177,-45.638738288956,-16.5190839168989,2002-08-29,2003-08-13,Cerradao
178,-45.638738288956,-16.5190839168989,2003-08-29,2004-08-12,Cerradao
179,-45.638738288956,-16.5190839168989,2004-08-28,2005-08-13,Cerradao
180,-45.638738288956,-16.5190839168989,2005-08-29,2006-08-13,Cerradao
181,-45.638738288956,-16.5190839168989,2006-08-29,2007-08-13,Cerradao
182,-45.638738288956,-16.5190839168989,2007-08-29,2008-08-12,Cerradao
183,-45.638738288956,-16.5190839168989,2008-08-28,2009-08-13,Cerradao
184,-45.638738288956,-16.5190839168989,2009-08-29,2010-08-13,Cerradao
185,-45.638738288956,-16.5190839168989,2010-08-29,2011-08-13,Cerradao
186,-45.638738288956,-16.5190839168989,2011-08-29,2012-08-12,Cerradao
187,-45.638738288956,-16.5190839168989,2012-08-28,2013-08-13,Cerradao
188,-46.2374399943631,-17.3773133879735,2002-08-29,2003-08-13,Cerradao
189,-46.2374399943631,-17.3773133879735,2003-08-29,2004-08-12,Cerradao
190,-46.2374399943631,-17.3773133879735,2004-08-28,2005-08-13,Cerradao
191,-46.2374399943631,-17.3773133879735,2005-08-29,2006-08-13,Cerradao
192,-46.2374399943631,-17.3773133879735,2006-08-29,2007-08-13,Cerradao
193,-46.2374399943631,-17.3773133879735,2007-08-29,2008-08-12,Cerradao
194,-46.2374399943631,-17.3773133879735,2008-08-28,2009-08-13,Cerradao
195,-46.2374399943631,-17.3773133879735,2009-08-29,2010-08-13,Cerradao
196,-46.2374399943631,-17.3773133879735,2010-08-29,2011-08-13,Cerradao
197,-46.2374399943631,-17.3773133879735,2011-08-29,2012-08-12,Cerradao
198,-46.2374399943631,-17.3773133879735,2012-08-28,2013-08-13,Cerradao
199,-46.2214196005794,-17.3241958336689,2002-08-29,2003-08-13,Cerradao
200,-46.2214196005794,-17.3241958336689,2003-08-29,2004-08-12,Cerradao
201,-46.2214196005794,-17.3241958336689,2004-08-28,2005-08-13,Cerradao
202,-46.2214196005794,-17.3241958336689,2005-08-29,2006-08-13,Cerradao
203,-46.2214196005794,-17.3241958336689,2006-08-29,2007-08-13,Cerradao
204,-46.2214196005794,-17.3241958336689,2007-08-29,2008-08-12,Cerradao
205,-46.2214196005794,-17.3241958336689,2008-08-28,2009-08-13,Cerradao
206,-46.2214196005794,-17.3241958336689,2009-08-29,2010-08-13,Cerradao
207,-46.2214196005794,-17.3241958336689,2010-08-29,2011-08-13,Cerradao
208,-46.2214196005794,-17.3241958336689,2011-08-29,2012-08-12,Cerradao
209,-46.2214196005794,-17.3241958336689,2012-08-28,2013-08-13,Cerradao
210,-44.2524908582773,-9.55483587602595,2002-08-29,2003-08-13,Cerradao
211,-44.2524908582773,-9.55483587602595,2003-08-29,2004-08-12,Cerradao
212,-44.2524908582773,-9.55483587602595,2004-08-28,2005-08-13,Cerradao
213,-44.2524908582773,-9.55483587602595,2005-08-29,2006-08-13,Cerradao
214,-44.2524908582773,-9.55483587602595,2006-08-29,2007-08-13,Cerradao
215,-44.2524908582773,-9.55483587602595,2007-08-29,2008-08-12,Cerradao
216,-44.2524908582773,-9.55483587602595,2008-08-28,2009-08-13,Cerradao
217,-44.2524908582773,-9.55483587602595,2009-08-29,2010-08-13,Cerradao
218,-44.2524908582773,-9.55483587602595,2010-08-29,2011-08-13,Cerradao
219,-44.2524908582773,-9.55483587602595,2011-08-29,2012-08-12,Cerradao
220,-44.2524908582773,-9.55483587602595,2012-08-28,2013-08-13,Cerradao
221,-44.0912037885081,-9.55483587602595,2002-08-29,2003-08-13,Cerradao
222,-44.0912037885081,-9.55483587602595,2003-08-29,2004-08-12,Cerradao
223,-44.0912037885081,-9.55483587602595,2004-08-28,2005-08-13,Cerradao
224,-44.0912037885081,-9.55483587602595,2005-08-29,2006-08-13,Cerradao
225,-44.0912037885081,-9.55483587602595,2006-08-29,2007-08-13,Cerradao
226,-44.0912037885081,-9.55483587602595,2007-08-29,2008-08-12,Cerradao
227,-44.0912037885081,-9.55483587602595,2008-08-28,2009-08-13,Cerradao
228,-44.0912037885081,-9.55483587602595,2009-08-29,2010-08-13,Cerradao
229,-44.0912037885081,-9.55483587602595,2010-08-29,2011-08-13,Cerradao
230,-44.0912037885081,-9.55483587602595,2011-08-29,2012-08-12,Cerradao
231,-44.0912037885081,-9.55483587602595,2012-08-28,2013-08-13,Cerradao
232,-44.0971773836847,-9.34565136531777,2002-08-29,2003-08-13,Cerradao
233,-44.0971773836847,-9.34565136531777,2003-08-29,2004-08-12,Cerradao
234,-44.0971773836847,-9.34565136531777,2004-08-28,2005-08-13,Cerradao
235,-44.0971773836847,-9.34565136531777,2005-08-29,2006-08-13,Cerradao
236,-44.0971773836847,-9.34565136531777,2006-08-29,2007-08-13,Cerradao
237,-44.0971773836847,-9.34565136531777,2007-08-29,2008-08-12,Cerradao
238,-44.0971773836847,-9.34565136531777,2008-08-28,2009-08-13,Cerradao
239,-44.0971773836847,-9.34565136531777,2009-08-29,2010-08-13,Cerradao
240,-44.0971773836847,-9.34565136531777,2010-08-29,2011-08-13,Cerradao
241,-44.0971773836847,-9.34565136531777,2011-08-29,2012-08-12,Cerradao
242,-44.0971773836847,-9.34565136531777,2012-08-28,2013-08-13,Cerradao
243,-43.9717318849753,-9.38985584568814,2002-08-29,2003-08-13,Cerradao
244,-43.9717318849753,-9.38985584568814,2003-08-29,2004-08-12,Cerradao
245,-43.9717318849753,-9.38985584568814,2004-08-28,2005-08-13,Cerradao
246,-43.9717318849753,-9.38985584568814,2005-08-29,2006-08-13,Cerradao
247,-43.9717318849753,-9.38985584568814,2006-08-29,2007-08-13,Cerradao
248,-43.9717318849753,-9.38985584568814,2007-08-29,2008-08-12,Cerradao
249,-43.9717318849753,-9.38985584568814,2008-08-28,2009-08-13,Cerradao
250,-43.9717318849753,-9.38985584568814,2009-08-29,2010-08-13,Cerradao
251,-43.9717318849753,-9.38985584568814,2010-08-29,2011-08-13,Cerradao
252,-43.9717318849753,-9.38985584568814,2011-08-29,2012-08-12,Cerradao
253,-43.9717318849753,-9.38985584568814,2012-08-28,2013-08-13,Cerradao
254,-44.0374414319183,-9.22184903864298,2002-08-29,2003-08-13,Cerradao
255,-44.0374414319183,-9.22184903864298,2003-08-29,2004-08-12,Cerradao
256,-44.0374414319183,-9.22184903864298,2004-08-28,2005-08-13,Cerradao
257,-44.0374414319183,-9.22184903864298,2005-08-29,2006-08-13,Cerradao
258,-44.0374414319183,-9.22184903864298,2006-08-29,2007-08-13,Cerradao
259,-44.0374414319183,-9.22184903864298,2007-08-29,2008-08-12,Cerradao
260,-44.0374414319183,-9.22184903864298,2008-08-28,2009-08-13,Cerradao
261,-44.0374414319183,-9.22184903864298,2009-08-29,2010-08-13,Cerradao
262,-44.0374414319183,-9.22184903864298,2010-08-29,2011-08-13,Cerradao
263,-44.0374414319183,-9.22184903864298,2011-08-29,2012-08-12,Cerradao
264,-44.0374414319183,-9.22184903864298,2012-08-28,2013-08-13,Cerradao
265,-43.9508243018571,-9.25427767976769,2002-08-29,2003-08-13,Cerradao
266,-43.9508243018571,-9.25427767976769,2003-08-29,2004-08-12,Cerradao
267,-43.9508243018571,-9.25427767976769,2004-08-28,2005-08-13,Cerradao
268,-43.9508243018571,-9.25427767976769,2005-08-29,2006-08-13,Cerradao
269,-43.9508243018571,-9.25427767976769,2006-08-29,2007-08-13,Cerradao
270,-43.9508243018571,-9.25427767976769,2007-08-29,2008-08-12,Cerradao
271,-43.9508243018571,-9.25427767976769,2008-08-28,2009-08-13,Cerradao
272,-43.9508243018571,-9.25427767976769,2009-08-29,2010-08-13,Cerradao
273,-43.9508243018571,-9.25427767976769,2010-08-29,2011-08-13,Cerradao
274,-43.9508243018571,-9.25427767976769,2011-08-29,2012-08-12,Cerradao
275,-43.9508243018571,-9.25427767976769,2012-08-28,2013-08-13,Cerradao
276,-44.0374414319183,-8.8000091949357,2002-08-29,2003-08-13,Cerradao
277,-44.0374414319183,-8.8000091949357,2003-08-29,2004-08-12,Cerradao
278,-44.0374414319183,-8.8000091949357,2004-08-28,2005-08-13,Cerradao
279,-44.0374414319183,-8.8000091949357,2005-08-29,2006-08-13,Cerradao
280,-44.0374414319183,-8.8000091949357,2006-08-29,2007-08-13,Cerradao
281,-44.0374414319183,-8.8000091949357,2007-08-29,2008-08-12,Cerradao
282,-44.0374414319183,-8.8000091949357,2008-08-28,2009-08-13,Cerradao
283,-44.0374414319183,-8.8000091949357,2009-08-29,2010-08-13,Cerradao
284,-44.0374414319183,-8.8000091949357,2010-08-29,2011-08-13,Cerradao
285,-44.0374414319183,-8.8000091949357,2011-08-29,2012-08-12,Cerradao
286,-44.0374414319183,-8.8000091949357,2012-08-28,2013-08-13,Cerradao
287,-43.5505934250223,-9.00066576010315,2002-08-29,2003-08-13,Cerradao
288,-43.5505934250223,-9.00066576010315,2003-08-29,2004-08-12,Cerradao
289,-43.5505934250223,-9.00066576010315,2004-08-28,2005-08-13,Cerradao
290,-43.5505934250223,-9.00066576010315,2005-08-29,2006-08-13,Cerradao
291,-43.5505934250223,-9.00066576010315,2006-08-29,2007-08-13,Cerradao
292,-43.5505934250223,-9.00066576010315,2007-08-29,2008-08-12,Cerradao
293,-43.5505934250223,-9.00066576010315,2008-08-28,2009-08-13,Cerradao
294,-43.5505934250223,-9.00066576010315,2009-08-29,2010-08-13,Cerradao
295,-43.5505934250223,-9.00066576010315,2010-08-29,2011-08-13,Cerradao
296,-43.5505934250223,-9.00066576010315,2011-08-29,2012-08-12,Cerradao
297,-43.5505934250223,-9.00066576010315,2012-08-28,2013-08-13,Cerradao
298,-43.6581181382018,-8.79115417482294,2002-08-29,2003-08-13,Cerradao
299,-43.6581181382018,-8.79115417482294,2003-08-29,2004-08-12,Cerradao
300,-43.6581181382018,-8.79115417482294,2004-08-28,2005-08-13,Cerradao
301,-43.6581181382018,-8.79115417482294,2005-08-29,2006-08-13,Cerradao
302,-43.6581181382018,-8.79115417482294,2006-08-29,2007-08-13,Cerradao
303,-43.6581181382018,-8.79115417482294,2007-08-29,2008-08-12,Cerradao
304,-43.6581181382018,-8.79115417482294,2008-08-28,2009-08-13,Cerradao
305,-43.6581181382018,-8.79115417482294,2009-08-29,2010-08-13,Cerradao
306,-43.6581181382018,-8.79115417482294,2010-08-29,2011-08-13,Cerradao
307,-43.6581181382018,-8.79115417482294,2011-08-29,2012-08-12,Cerradao
308,-43.6581181382018,-8.79115417482294,2012-08-28,2013-08-13,Cerradao
309,-43.6312369599069,-8.67011444204204,2002-08-29,2003-08-13,Cerradao
310,-43.6312369599069,-8.67011444204204,2003-08-29,2004-08-12,Cerradao
311,-43.6312369599069,-8.67011444204204,2004-08-28,2005-08-13,Cerradao
312,-43.6312369599069,-8.67011444204204,2005-08-29,2006-08-13,Cerradao
313,-43.6312369599069,-8.67011444204204,2006-08-29,2007-08-13,Cerradao
314,-43.6312369599069,-8.67011444204204,2007-08-29,2008-08-12,Cerradao
315,-43.6312369599069,-8.67011444204204,2008-08-28,2009-08-13,Cerradao
316,-43.6312369599069,-8.67011444204204,2009-08-29,2010-08-13,Cerradao
317,-43.6312369599069,-8.67011444204204,2010-08-29,2011-08-13,Cerradao
318,-43.6312369599069,-8.67011444204204,2011-08-29,2012-08-12,Cerradao
319,-43.6312369599069,-8.67011444204204,2012-08-28,2013-08-13,Cerradao
320,-43.5266990443157,-8.69668749906394,2002-08-29,2003-08-13,Cerradao
321,-43.5266990443157,-8.69668749906394,2003-08-29,2004-08-12,Cerradao
322,-43.5266990443157,-8.69668749906394,2004-08-28,2005-08-13,Cerradao
323,-43.5266990443157,-8.69668749906394,2005-08-29,2006-08-13,Cerradao
324,-43.5266990443157,-8.69668749906394,2006-08-29,2007-08-13,Cerradao
325,-43.5266990443157,-8.69668749906394,2007-08-29,2008-08-12,Cerradao
326,-43.5266990443157,-8.69668749906394,2008-08-28,2009-08-13,Cerradao
327,-43.5266990443157,-8.69668749906394,2009-08-29,2010-08-13,Cerradao
328,-43.5266990443157,-8.69668749906394,2010-08-29,2011-08-13,Cerradao
329,-43.5266990443157,-8.69668749906394,2011-08-29,2012-08-12,Cerradao
330,-43.5266990443157,-8.69668749906394,2012-08-28,2013-08-13,Cerradao
331,-43.4281347239012,-8.78820245440862,2002-08-29,2003-08-13,Cerradao
332,-43.4281347239012,-8.78820245440862,2003-08-29,2004-08-12,Cerradao
333,-43.4281347239012,-8.78820245440862,2004-08-28,2005-08-13,Cerradao
334,-43.4281347239012,-8.78820245440862,2005-08-29,2006-08-13,Cerradao
335,-43.4281347239012,-8.78820245440862,2006-08-29,2007-08-13,Cerradao
336,-43.4281347239012,-8.78820245440862,2007-08-29,2008-08-12,Cerradao
337,-43.4281347239012,-8.78820245440862,2008-08-28,2009-08-13,Cerradao
338,-43.4281347239012,-8.78820245440862,2009-08-29,2010-08-13,Cerradao
339,-43.4281347239012,-8.78820245440862,2010-08-29,2011-08-13,Cerradao
340,-43.4281347239012,-8.78820245440862,2011-08-29,2012-08-12,Cerradao
341,-43.4281347239012,-8.78820245440862,2012-08-28,2013-08-13,Cerradao
342,-43.5356594370807,-8.84723238582563,2002-08-29,2003-08-13,Cerradao
343,-43.5356594370807,-8.84723238582563,2003-08-29,2004-08-12,Cerradao
344,-43.5356594370807,-8.84723238582563,2004-08-28,2005-08-13,Cerradao
345,-43.5356594370807,-8.84723238582563,2005-08-29,2006-08-13,Cerradao
346,-43.5356594370807,-8.84723238582563,2006-08-29,2007-08-13,Cerradao
347,-43.5356594370807,-8.84723238582563,2007-08-29,2008-08-12,Cerradao
348,-43.5356594370807,-8.84723238582563,2008-08-28,2009-08-13,Cerradao
349,-43.5356594370807,-8.84723238582563,2009-08-29,2010-08-13,Cerradao
350,-43.5356594370807,-8.84723238582563,2010-08-29,2011-08-13,Cerradao
