id,longitude,latitude,start_date,end_date,label
90,-50.9797831648999,-13.1459630437509,2003-08-29,2004-08-12,Araguaia
91,-50.9797831648999,-13.1459630437509,2004-08-28,2005-08-13,Araguaia
92,-50.9797831648999,-13.1459630437509,2005-08-29,2006-08-13,Araguaia
93,-50.9797831648999,-13.1459630437509,2006-08-29,2007-08-13,Araguaia
94,-50.9797831648999,-13.1459630437509,2007-08-29,2008-08-12,Araguaia
95,-50.9797831648999,-13.1459630437509,2008-08-28,2009-08-13,Araguaia
96,-50.9797831648999,-13.1459630437509,2009-08-29,2010-08-13,Araguaia
97,-50.9797831648999,-13.1459630437509,2010-08-29,2011-08-13,Araguaia
98,-50.9797831648999,-13.1459630437509,2011-08-29,2012-08-12,Araguaia
99,-50.9797831648999,-13.1459630437509,2012-08-28,2013-08-13,Araguaia
100,-51.2702021569389,-13.0975598784111,2002-08-29,2003-08-13,Araguaia
101,-51.2702021569389,-13.0975598784111,2003-08-29,2004-08-12,Araguaia
102,-51.2702021569389,-13.0975598784111,2004-08-28,2005-08-13,Araguaia
103,-51.2702021569389,-13.0975598784111,2005-08-29,2006-08-13,Araguaia
104,-51.2702021569389,-13.0975598784111,2006-08-29,2007-08-13,Araguaia
105,-51.2702021569389,-13.0975598784111,2007-08-29,2008-08-12,Araguaia
106,-51.2702021569389,-13.0975598784111,2008-08-28,2009-08-13,Araguaia
107,-51.2702021569389,-13.0975598784111,2009-08-29,2010-08-13,Araguaia
108,-51.2702021569389,-13.0975598784111,2010-08-29,2011-08-13,Araguaia
109,-51.2702021569389,-13.0975598784111,2011-08-29,2012-08-12,Araguaia
110,-51.2702021569389,-13.0975598784111,2012-08-28,2013-08-13,Araguaia
111,-51.383763429467,-13.2036745101177,2002-08-29,2003-08-13,Araguaia
112,-51.383763429467,-13.2036745101177,2003-08-29,2004-08-12,Araguaia
113,-51.383763429467,-13.2036745101177,2004-08-28,2005-08-13,Araguaia
114,-51.383763429467,-13.2036745101177,2005-08-29,2006-08-13,Araguaia
115,-51.383763429467,-13.2036745101177,2006-08-29,2007-08-13,Araguaia
116,-51.383763429467,-13.2036745101177,2007-08-29,2008-08-12,Araguaia
117,-51.383763429467,-13.2036745101177,2008-08-28,2009-08-13,Araguaia
118,-51.383763429467,-13.2036745101177,2009-08-29,2010-08-13,Araguaia
119,-51.383763429467,-13.2036745101177,2010-08-29,2011-08-13,Araguaia
120,-51.383763429467,-13.2036745101177,2011-08-29,2012-08-12,Araguaia
121,-51.383763429467,-13.2036745101177,2012-08-28,2013-08-13,Araguaia
122,-51.3651468274132,-13.1031448590272,2002-08-29,2003-08-13,Araguaia
123,-51.3651468274132,-13.1031448590272,2003-08-29,2004-08-12,Araguaia
124,-51.3651468274132,-13.1031448590272,2004-08-28,2005-08-13,Araguaia
125,-51.3651468274132,-13.1031448590272,2005-08-29,2006-08-13,Araguaia
126,-51.3651468274132,-13.1031448590272,2006-08-29,2007-08-13,Araguaia
127,-51.3651468274132,-13.1031448590272,2007-08-29,2008-08-12,Araguaia
128,-51.3651468274132,-13.1031448590272,2008-08-28,2009-08-13,Araguaia
129,-51.3651468274132,-13.1031448590272,2009-08-29,2010-08-13,Araguaia
130,-51.3651468274132,-13.1031448590272,2010-08-29,2011-08-13,Araguaia
131,-51.3651468274132,-13.1031448590272,2011-08-29,2012-08-12,Araguaia
132,-51.3651468274132,-13.1031448590272,2012-08-28,2013-08-13,Araguaia
133,-51.2925420794034,-12.9821369456776,2002-08-29,2003-08-13,Araguaia
134,-51.2925420794034,-12.9821369456776,2003-08-29,2004-08-12,Araguaia
135,-51.2925420794034,-12.9821369456776,2004-08-28,2005-08-13,Araguaia
136,-51.2925420794034,-12.9821369456776,2005-08-29,2006-08-13,Araguaia
137,-51.2925420794034,-12.9821369456776,2006-08-29,2007-08-13,Araguaia
138,-51.2925420794034,-12.9821369456776,2007-08-29,2008-08-12,Araguaia
139,-51.2925420794034,-12.9821369456776,2008-08-28,2009-08-13,Araguaia
140,-51.2925420794034,-12.9821369456776,2009-08-29,2010-08-13,Araguaia
141,-51.2925420794034,-12.9821369456776,2010-08-29,2011-08-13,Araguaia
142,-51.2925420794034,-12.9821369456776,2011-08-29,2012-08-12,Araguaia
143,-51.2925420794034,-12.9821369456776,2012-08-28,2013-08-13,Araguaia
144,-51.2273839722152,-12.8257574884259,2002-08-29,2003-08-13,Araguaia
145,-51.2273839722152,-12.8257574884259,2003-08-29,2004-08-12,Araguaia
146,-51.2273839722152,-12.8257574884259,2004-08-28,2005-08-13,Araguaia
147,-51.2273839722152,-12.8257574884259,2005-08-29,2006-08-13,Araguaia
148,-51.2273839722152,-12.8257574884259,2006-08-29,2007-08-13,Araguaia
149,-51.2273839722152,-12.8257574884259,2007-08-29,2008-08-12,Araguaia
150,-51.2273839722152,-12.8257574884259,2008-08-28,2009-08-13,Araguaia
151,-51.2273839722152,-12.8257574884259,2009-08-29,2010-08-13,Araguaia
152,-51.2273839722152,-12.8257574884259,2010-08-29,2011-08-13,Araguaia
153,-51.2273839722152,-12.8257574884259,2011-08-29,2012-08-12,Araguaia
154,-51.2273839722152,-12.8257574884259,2012-08-28,2013-08-13,Araguaia
155,-51.1975974089291,-12.777354323086,2002-08-29,2003-08-13,Araguaia
156,-51.1975974089291,-12.777354323086,2003-08-29,2004-08-12,Araguaia
157,-51.1975974089291,-12.777354323086,2004-08-28,2005-08-13,Araguaia
158,-51.1975974089291,-12.777354323086,2005-08-29,2006-08-13,Araguaia
159,-51.1975974089291,-12.777354323086,2006-08-29,2007-08-13,Araguaia
160,-51.1975974089291,-12.777354323086,2007-08-29,2008-08-12,Araguaia
161,-51.1975974089291,-12.777354323086,2008-08-28,2009-08-13,Araguaia
162,-51.1975974089291,-12.777354323086,2009-08-29,2010-08-13,Araguaia
163,-51.1975974089291,-12.777354323086,2010-08-29,2011-08-13,Araguaia
164,-51.1975974089291,-12.777354323086,2011-08-29,2012-08-12,Araguaia
165,-51.1975974089291,-12.777354323086,2012-08-28,2013-08-13,Araguaia
166,-50.9406883005869,-12.900223896641,2002-08-29,2003-08-13,Araguaia
167,-50.9406883005869,-12.900223896641,2003-08-29,2004-08-12,Araguaia
168,-50.9406883005869,-12.900223896641,2004-08-28,2005-08-13,Araguaia
169,-50.9406883005869,-12.900223896641,2005-08-29,2006-08-13,Araguaia
170,-50.9406883005869,-12.900223896641,2006-08-29,2007-08-13,Araguaia
171,-50.9406883005869,-12.900223896641,2007-08-29,2008-08-12,Araguaia
172,-50.9406883005869,-12.900223896641,2008-08-28,2009-08-13,Araguaia
173,-50.9406883005869,-12.900223896641,2009-08-29,2010-08-13,Araguaia
174,-50.9406883005869,-12.900223896641,2010-08-29,2011-08-13,Araguaia
175,-50.9406883005869,-12.900223896641,2011-08-29,2012-08-12,Araguaia
176,-50.9406883005869,-12.900223896641,2012-08-28,2013-08-13,Araguaia
177,-51.1640875252323,-13.5629749297557,2002-08-29,2003-08-13,Araguaia
178,-51.1640875252323,-13.5629749297557,2003-08-29,2004-08-12,Araguaia
179,-51.1640875252323,-13.5629749297557,2004-08-28,2005-08-13,Araguaia
180,-51.1640875252323,-13.5629749297557,2005-08-29,2006-08-13,Araguaia
181,-51.1640875252323,-13.5629749297557,2006-08-29,2007-08-13,Araguaia
182,-51.1640875252323,-13.5629749297557,2007-08-29,2008-08-12,Araguaia
183,-51.1640875252323,-13.5629749297557,2008-08-28,2009-08-13,Araguaia
184,-51.1640875252323,-13.5629749297557,2009-08-29,2010-08-13,Araguaia
185,-51.1640875252323,-13.5629749297557,2010-08-29,2011-08-13,Araguaia
186,-51.1640875252323,-13.5629749297557,2011-08-29,2012-08-12,Araguaia
187,-51.1640875252323,-13.5629749297557,2012-08-28,2013-08-13,Araguaia
188,-51.3819017692616,-13.7007377849537,2002-08-29,2003-08-13,Araguaia
189,-51.3819017692616,-13.7007377849537,2003-08-29,2004-08-12,Araguaia
190,-51.3819017692616,-13.7007377849537,2004-08-28,2005-08-13,Araguaia
191,-51.3819017692616,-13.7007377849537,2005-08-29,2006-08-13,Araguaia
192,-51.3819017692616,-13.7007377849537,2006-08-29,2007-08-13,Araguaia
193,-51.3819017692616,-13.7007377849537,2007-08-29,2008-08-12,Araguaia
194,-51.3819017692616,-13.7007377849537,2008-08-28,2009-08-13,Araguaia
195,-51.3819017692616,-13.7007377849537,2009-08-29,2010-08-13,Araguaia
196,-51.3819017692616,-13.7007377849537,2010-08-29,2011-08-13,Araguaia
197,-51.3819017692616,-13.7007377849537,2011-08-29,2012-08-12,Araguaia
198,-51.3819017692616,-13.7007377849537,2012-08-28,2013-08-13,Araguaia
199,-51.4619531580929,-13.810575737071,2002-08-29,2003-08-13,Araguaia
200,-51.4619531580929,-13.810575737071,2003-08-29,2004-08-12,Araguaia
201,-51.4619531580929,-13.810575737071,2004-08-28,2005-08-13,Araguaia
202,-51.4619531580929,-13.810575737071,2005-08-29,2006-08-13,Araguaia
203,-51.4619531580929,-13.810575737071,2006-08-29,2007-08-13,Araguaia
204,-51.4619531580929,-13.810575737071,2007-08-29,2008-08-12,Araguaia
205,-51.4619531580929,-13.810575737071,2008-08-28,2009-08-13,Araguaia
206,-51.4619531580929,-13.810575737071,2009-08-29,2010-08-13,Araguaia
207,-51.4619531580929,-13.810575737071,2010-08-29,2011-08-13,Araguaia
208,-51.4619531580929,-13.810575737071,2011-08-29,2012-08-12,Araguaia
209,-51.4619531580929,-13.810575737071,2012-08-28,2013-08-13,Araguaia
210,-51.536419566308,-13.9613702137066,2002-08-29,2003-08-13,Araguaia
211,-51.536419566308,-13.9613702137066,2003-08-29,2004-08-12,Araguaia
212,-51.536419566308,-13.9613702137066,2004-08-28,2005-08-13,Araguaia
213,-51.536419566308,-13.9613702137066,2005-08-29,2006-08-13,Araguaia
214,-51.536419566308,-13.9613702137066,2006-08-29,2007-08-13,Araguaia
215,-51.536419566308,-13.9613702137066,2007-08-29,2008-08-12,Araguaia
216,-51.536419566308,-13.9613702137066,2008-08-28,2009-08-13,Araguaia
217,-51.536419566308,-13.9613702137066,2009-08-29,2010-08-13,Araguaia
218,-51.536419566308,-13.9613702137066,2010-08-29,2011-08-13,Araguaia
219,-51.536419566308,-13.9613702137066,2011-08-29,2012-08-12,Araguaia
220,-51.536419566308,-13.9613702137066,2012-08-28,2013-08-13,Araguaia
221,-51.1529175640001,-13.9036587473399,2002-08-29,2003-08-13,Araguaia
222,-51.1529175640001,-13.9036587473399,2003-08-29,2004-08-12,Araguaia
223,-51.1529175640001,-13.9036587473399,2004-08-28,2005-08-13,Araguaia
224,-51.1529175640001,-13.9036587473399,2005-08-29,2006-08-13,Araguaia
225,-51.1529175640001,-13.9036587473399,2006-08-29,2007-08-13,Araguaia
226,-51.1529175640001,-13.9036587473399,2007-08-29,2008-08-12,Araguaia
227,-51.1529175640001,-13.9036587473399,2008-08-28,2009-08-13,Araguaia
228,-51.1529175640001,-13.9036587473399,2009-08-29,2010-08-13,Araguaia
229,-51.1529175640001,-13.9036587473399,2010-08-29,2011-08-13,Araguaia
230,-51.1529175640001,-13.9036587473399,2011-08-29,2012-08-12,Araguaia
231,-51.1529175640001,-13.9036587473399,2012-08-28,2013-08-13,Araguaia
232,-51.1473325833839,-13.9930184371981,2002-08-29,2003-08-13,Araguaia
233,-51.1473325833839,-13.9930184371981,2003-08-29,2004-08-12,Araguaia
234,-51.1473325833839,-13.9930184371981,2004-08-28,2005-08-13,Araguaia
235,-51.1473325833839,-13.9930184371981,2005-08-29,2006-08-13,Araguaia
236,-51.1473325833839,-13.9930184371981,2006-08-29,2007-08-13,Araguaia
237,-51.1473325833839,-13.9930184371981,2007-08-29,2008-08-12,Araguaia
238,-51.1473325833839,-13.9930184371981,2008-08-28,2009-08-13,Araguaia
239,-51.1473325833839,-13.9930184371981,2009-08-29,2010-08-13,Araguaia
240,-51.1473325833839,-13.9930184371981,2010-08-29,2011-08-13,Araguaia
241,-51.1473325833839,-13.9930184371981,2011-08-29,2012-08-12,Araguaia
242,-51.1473325833839,-13.9930184371981,2012-08-28,2013-08-13,Araguaia
243,-51.0989294180441,-14.0395599423325,2002-08-29,2003-08-13,Araguaia
244,-51.0989294180441,-14.0395599423325,2003-08-29,2004-08-12,Araguaia
245,-51.0989294180441,-14.0395599423325,2004-08-28,2005-08-13,Araguaia
246,-51.0989294180441,-14.0395599423325,2005-08-29,2006-08-13,Araguaia
247,-51.0989294180441,-14.0395599423325,2006-08-29,2007-08-13,Araguaia
248,-51.0989294180441,-14.0395599423325,2007-08-29,2008-08-12,Araguaia
249,-51.0989294180441,-14.0395599423325,2008-08-28,2009-08-13,Araguaia
250,-51.0989294180441,-14.0395599423325,2009-08-29,2010-08-13,Araguaia
251,-51.0989294180441,-14.0395599423325,2010-08-29,2011-08-13,Araguaia
252,-51.0989294180441,-14.0395599423325,2011-08-29,2012-08-12,Araguaia
253,-51.0989294180441,-14.0395599423325,2012-08-28,2013-08-13,Araguaia
254,-51.0523879129096,-14.0209433402787,2002-08-29,2003-08-13,Araguaia
255,-51.0523879129096,-14.0209433402787,2003-08-29,2004-08-12,Araguaia
256,-51.0523879129096,-14.0209433402787,2004-08-28,2005-08-13,Araguaia
257,-51.0523879129096,-14.0209433402787,2005-08-29,2006-08-13,Araguaia
258,-51.0523879129096,-14.0209433402787,2006-08-29,2007-08-13,Araguaia
259,-51.0523879129096,-14.0209433402787,2007-08-29,2008-08-12,Araguaia
260,-51.0523879129096,-14.0209433402787,2008-08-28,2009-08-13,Araguaia
261,-51.0523879129096,-14.0209433402787,2009-08-29,2010-08-13,Araguaia
262,-51.0523879129096,-14.0209433402787,2010-08-29,2011-08-13,Araguaia
263,-51.0523879129096,-14.0209433402787,2011-08-29,2012-08-12,Araguaia
264,-51.0523879129096,-14.0209433402787,2012-08-28,2013-08-13,Araguaia
265,-51.0039847475698,-13.9297219902152,2002-08-29,2003-08-13,Araguaia
266,-51.0039847475698,-13.9297219902152,2003-08-29,2004-08-12,Araguaia
267,-51.0039847475698,-13.9297219902152,2004-08-28,2005-08-13,Araguaia
268,-51.0039847475698,-13.9297219902152,2005-08-29,2006-08-13,Araguaia
269,-51.0039847475698,-13.9297219902152,2006-08-29,2007-08-13,Araguaia
270,-51.0039847475698,-13.9297219902152,2007-08-29,2008-08-12,Araguaia
271,-51.0039847475698,-13.9297219902152,2008-08-28,2009-08-13,Araguaia
272,-51.0039847475698,-13.9297219902152,2009-08-29,2010-08-13,Araguaia
273,-51.0039847475698,-13.9297219902152,2010-08-29,2011-08-13,Araguaia
274,-51.0039847475698,-13.9297219902152,2011-08-29,2012-08-12,Araguaia
275,-51.0039847475698,-13.9297219902152,2012-08-28,2013-08-13,Araguaia
276,-51.1063760588656,-13.9297219902152,2002-08-29,2003-08-13,Araguaia
277,-51.1063760588656,-13.9297219902152,2003-08-29,2004-08-12,Araguaia
278,-51.1063760588656,-13.9297219902152,2004-08-28,2005-08-13,Araguaia
279,-51.1063760588656,-13.9297219902152,2005-08-29,2006-08-13,Araguaia
280,-51.1063760588656,-13.9297219902152,2006-08-29,2007-08-13,Araguaia
281,-51.1063760588656,-13.9297219902152,2007-08-29,2008-08-12,Araguaia
282,-51.1063760588656,-13.9297219902152,2008-08-28,2009-08-13,Araguaia
283,-51.1063760588656,-13.9297219902152,2009-08-29,2010-08-13,Araguaia
284,-51.1063760588656,-13.9297219902152,2010-08-29,2011-08-13,Araguaia
285,-51.1063760588656,-13.9297219902152,2011-08-29,2012-08-12,Araguaia
286,-51.1063760588656,-13.9297219902152,2012-08-28,2013-08-13,Araguaia
287,-51.4079650121369,-14.0079117188411,2002-08-29,2003-08-13,Araguaia
288,-51.4079650121369,-14.0079117188411,2003-08-29,2004-08-12,Araguaia
289,-51.4079650121369,-14.0079117188411,2004-08-28,2005-08-13,Araguaia
290,-51.4079650121369,-14.0079117188411,2005-08-29,2006-08-13,Araguaia
291,-51.4079650121369,-14.0079117188411,2006-08-29,2007-08-13,Araguaia
292,-51.4079650121369,-14.0079117188411,2007-08-29,2008-08-12,Araguaia
293,-51.4079650121369,-14.0079117188411,2008-08-28,2009-08-13,Araguaia
294,-51.4079650121369,-14.0079117188411,2009-08-29,2010-08-13,Araguaia
295,-51.4079650121369,-14.0079117188411,2010-08-29,2011-08-13,Araguaia
296,-51.4079650121369,-14.0079117188411,2011-08-29,2012-08-12,Araguaia
297,-51.4079650121369,-14.0079117188411,2012-08-28,2013-08-13,Araguaia
298,-51.3763167886455,-13.9390302912421,2002-08-29,2003-08-13,Araguaia
299,-51.3763167886455,-13.9390302912421,2003-08-29,2004-08-12,Araguaia
300,-51.3763167886455,-13.9390302912421,2004-08-28,2005-08-13,Araguaia
301,-51.3763167886455,-13.9390302912421,2005-08-29,2006-08-13,Araguaia
302,-51.3763167886455,-13.9390302912421,2006-08-29,2007-08-13,Araguaia
303,-51.3763167886455,-13.9390302912421,2007-08-29,2008-08-12,Araguaia
304,-51.3763167886455,-13.9390302912421,2008-08-28,2009-08-13,Araguaia
305,-51.3763167886455,-13.9390302912421,2009-08-29,2010-08-13,Araguaia
306,-51.3763167886455,-13.9390302912421,2010-08-29,2011-08-13,Araguaia
307,-51.3763167886455,-13.9390302912421,2011-08-29,2012-08-12,Araguaia
308,-51.3763167886455,-13.9390302912421,2012-08-28,2013-08-13,Araguaia
309,-51.2702021569389,-13.8124373972764,2002-08-29,2003-08-13,Araguaia
310,-51.2702021569389,-13.8124373972764,2003-08-29,2004-08-12,Araguaia
311,-51.2702021569389,-13.8124373972764,2004-08-28,2005-08-13,Araguaia
312,-51.2702021569389,-13.8124373972764,2005-08-29,2006-08-13,Araguaia
313,-51.2702021569389,-13.8124373972764,2006-08-29,2007-08-13,Araguaia
314,-51.2702021569389,-13.8124373972764,2007-08-29,2008-08-12,Araguaia
315,-51.2702021569389,-13.8124373972764,2008-08-28,2009-08-13,Araguaia
316,-51.2702021569389,-13.8124373972764,2009-08-29,2010-08-13,Araguaia
317,-51.2702021569389,-13.8124373972764,2010-08-29,2011-08-13,Araguaia
318,-51.2702021569389,-13.8124373972764,2011-08-29,2012-08-12,Araguaia
319,-51.2702021569389,-13.8124373972764,2012-08-28,2013-08-13,Araguaia
320,-51.1566408844108,-13.4196270939415,2002-08-29,2003-08-13,Araguaia
321,-51.1566408844108,-13.4196270939415,2003-08-29,2004-08-12,Araguaia
322,-51.1566408844108,-13.4196270939415,2004-08-28,2005-08-13,Araguaia
323,-51.1566408844108,-13.4196270939415,2005-08-29,2006-08-13,Araguaia
324,-51.1566408844108,-13.4196270939415,2006-08-29,2007-08-13,Araguaia
325,-51.1566408844108,-13.4196270939415,2007-08-29,2008-08-12,Araguaia
326,-51.1566408844108,-13.4196270939415,2008-08-28,2009-08-13,Araguaia
327,-51.1566408844108,-13.4196270939415,2009-08-29,2010-08-13,Araguaia
328,-51.1566408844108,-13.4196270939415,2010-08-29,2011-08-13,Araguaia
329,-51.1566408844108,-13.4196270939415,2011-08-29,2012-08-12,Araguaia
330,-51.1566408844108,-13.4196270939415,2012-08-28,2013-08-13,Araguaia
331,-50.793617144362,-13.3526073265479,2002-08-29,2003-08-13,Araguaia
332,-50.793617144362,-13.3526073265479,2003-08-29,2004-08-12,Araguaia
333,-50.793617144362,-13.3526073265479,2004-08-28,2005-08-13,Araguaia
334,-50.793617144362,-13.3526073265479,2005-08-29,2006-08-13,Araguaia
335,-50.793617144362,-13.3526073265479,2006-08-29,2007-08-13,Araguaia
336,-50.793617144362,-13.3526073265479,2007-08-29,2008-08-12,Araguaia
337,-50.793617144362,-13.3526073265479,2008-08-28,2009-08-13,Araguaia
338,-50.793617144362,-13.3526073265479,2009-08-29,2010-08-13,Araguaia
339,-50.793617144362,-13.3526073265479,2010-08-29,2011-08-13,Araguaia
340,-50.793617144362,-13.3526073265479,2011-08-29,2012-08-12,Araguaia
341,-50.793617144362,-13.3526073265479,2012-08-28,2013-08-13,Araguaia
342,-50.748937299433,-13.244631034636,2002-08-29,2003-08-13,Araguaia
343,-50.748937299433,-13.244631034636,2003-08-29,2004-08-12,Araguaia
344,-50.748937299433,-13.244631034636,2004-08-28,2005-08-13,Araguaia
345,-50.748937299433,-13.244631034636,2005-08-29,2006-08-13,Araguaia
346,-50.748937299433,-13.244631034636,2006-08-29,2007-08-13,Araguaia
347,-50.748937299433,-13.244631034636,2007-08-29,2008-08-12,Araguaia
348,-50.748937299433,-13.244631034636,2008-08-28,2009-08-13,Araguaia
349,-50.748937299433,-13.244631034636,2009-08-29,2010-08-13,Araguaia
350,-50.748937299433,-13.244631034636,2010-08-29,2011-08-13,Araguaia
351,-50.748937299433,-13.244631034636,2011-08-29,2012-08-12,Araguaia
352,-50.748937299433,-13.244631034636,2012-08-28,2013-08-13,Araguaia
