"longitude","latitude","start_date","end_date","label"
-6.65185106036851,13.3137371341633,"2019-05-01","2019-11-27","millet"
-6.65202807602289,13.3135960741416,"2019-05-01","2019-11-27","millet"
-6.65139867926515,13.3141120614102,"2019-05-01","2019-11-27","millet"
-6.65208427796894,13.3138801665856,"2019-05-01","2019-11-27","millet"
-6.65125376632891,13.3133217498555,"2019-05-01","2019-11-27","sorghum"
-6.65092845283834,13.3138913015883,"2019-05-01","2019-11-27","sorghum"
-6.65128995824172,13.3134190212302,"2019-05-01","2019-11-27","sorghum"
-6.65124396585056,13.3137156273579,"2019-05-01","2019-11-27","sorghum"
-6.65092300855993,13.3138513495705,"2019-05-01","2019-11-27","sorghum"
-6.65081933312571,13.3139125092403,"2019-05-01","2019-11-27","sorghum"
-6.6513948274409,13.3134142589066,"2019-05-01","2019-11-27","sorghum"
-6.65107715715045,13.3135729786177,"2019-05-01","2019-11-27","sorghum"
-6.65110136310104,13.3139829649806,"2019-05-01","2019-11-27","sorghum"
-6.65092695870637,13.3139054086974,"2019-05-01","2019-11-27","sorghum"
-6.65282003739453,13.3275045572795,"2019-05-01","2019-11-27","rice"
-6.65266079448894,13.3275248789635,"2019-05-01","2019-11-27","rice"
-6.65275686985719,13.3272771318321,"2019-05-01","2019-11-27","rice"
-6.65259908862984,13.3275144092944,"2019-05-01","2019-11-27","rice"
-6.6525567899474,13.3273416747872,"2019-05-01","2019-11-27","rice"
-6.65299175328051,13.3274720645491,"2019-05-01","2019-11-27","rice"
-6.65294250081507,13.3274221365181,"2019-05-01","2019-11-27","rice"
-6.652842743325,13.3272558085579,"2019-05-01","2019-11-27","rice"
-6.65246948299295,13.3271879370731,"2019-05-01","2019-11-27","rice"
-6.65303757362479,13.327468419114,"2019-05-01","2019-11-27","rice"
-6.85331662518282,13.3319870186089,"2019-05-01","2019-11-27","millet"
-6.85317762665634,13.3320888730021,"2019-05-01","2019-11-27","millet"
-6.85368897379503,13.3330143864339,"2019-05-01","2019-11-27","millet"
-6.8537466191464,13.3330926789717,"2019-05-01","2019-11-27","millet"
-6.85337896805037,13.3322440342299,"2019-05-01","2019-11-27","millet"
-6.85396132220863,13.3327339727852,"2019-05-01","2019-11-27","millet"
-6.85320952880867,13.3322802578338,"2019-05-01","2019-11-27","millet"
-6.85361183381921,13.3328700325611,"2019-05-01","2019-11-27","millet"
-6.85319227330621,13.3321915030867,"2019-05-01","2019-11-27","millet"
-6.85384781451166,13.3324851005071,"2019-05-01","2019-11-27","millet"
-6.85196149109602,13.3328040367896,"2019-05-01","2019-11-27","sorghum"
-6.85199956609123,13.3326925426998,"2019-05-01","2019-11-27","sorghum"
-6.85196207962673,13.3328917007666,"2019-05-01","2019-11-27","sorghum"
-6.85197022340556,13.3329109388751,"2019-05-01","2019-11-27","sorghum"
-6.85196402774716,13.3329842868734,"2019-05-01","2019-11-27","sorghum"
-6.85215552770888,13.3324926542474,"2019-05-01","2019-11-27","sorghum"
-6.8524146730576,13.3326204827944,"2019-05-01","2019-11-27","sorghum"
-6.8522696029421,13.3328981677289,"2019-05-01","2019-11-27","sorghum"
-6.85231643681541,13.3330198194284,"2019-05-01","2019-11-27","sorghum"
-6.85228582862375,13.3328163515625,"2019-05-01","2019-11-27","sorghum"
-6.6525513651587,13.3275663189453,"2019-05-01","2019-11-27","rice"
-6.65243932348378,13.3275840472619,"2019-05-01","2019-11-27","rice"
-6.65299090922927,13.3277137884356,"2019-05-01","2019-11-27","rice"
-6.65247066539282,13.3276551821845,"2019-05-01","2019-11-27","rice"
-6.65291163391518,13.327684409552,"2019-05-01","2019-11-27","rice"
-6.65282796255116,13.3276117637027,"2019-05-01","2019-11-27","rice"
-6.65257491265959,13.3276225031267,"2019-05-01","2019-11-27","rice"
-6.65306958971606,13.3276344699974,"2019-05-01","2019-11-27","rice"
-6.65250892616199,13.3276724535863,"2019-05-01","2019-11-27","rice"
-6.65257368171923,13.3276838064902,"2019-05-01","2019-11-27","rice"
-6.87923799040022,13.3351023130919,"2019-05-01","2019-11-27","millet"
-6.88023049263942,13.335334807349,"2019-05-01","2019-11-27","millet"
-6.87919636820459,13.3351874980896,"2019-05-01","2019-11-27","millet"
-6.87991609815797,13.3351481385059,"2019-05-01","2019-11-27","millet"
-6.87893915573443,13.3355751353271,"2019-05-01","2019-11-27","millet"
-6.87868936062356,13.3353787437791,"2019-05-01","2019-11-27","millet"
-6.87894272530624,13.3356320518839,"2019-05-01","2019-11-27","millet"
-6.87907919606831,13.3354011355604,"2019-05-01","2019-11-27","millet"
-6.88006941364687,13.3349869950815,"2019-05-01","2019-11-27","millet"
-6.87898128792636,13.3351616756278,"2019-05-01","2019-11-27","millet"
-6.87696532216229,13.3321905567085,"2019-05-01","2019-11-27","maize"
-6.87701311841901,13.3325515655909,"2019-05-01","2019-11-27","maize"
-6.87743042056841,13.3321653343993,"2019-05-01","2019-11-27","maize"
-6.87698012313397,13.3324941042346,"2019-05-01","2019-11-27","maize"
-6.87711136998784,13.3318737376703,"2019-05-01","2019-11-27","maize"
-6.8770720228911,13.3322626642682,"2019-05-01","2019-11-27","maize"
-6.87703098524984,13.3325048765118,"2019-05-01","2019-11-27","maize"
-6.87691485392199,13.3320992607997,"2019-05-01","2019-11-27","maize"
-6.87694998680226,13.3318481924223,"2019-05-01","2019-11-27","maize"
-6.87682709951332,13.3324892988713,"2019-05-01","2019-11-27","maize"
-6.89091255370702,13.3297892864787,"2019-05-01","2019-11-27","sorghum"
-6.89053992095565,13.3301013244955,"2019-05-01","2019-11-27","sorghum"
-6.89052450820663,13.3299711219195,"2019-05-01","2019-11-27","sorghum"
-6.89085572915103,13.3299509416359,"2019-05-01","2019-11-27","sorghum"
-6.8908344907643,13.3299613993605,"2019-05-01","2019-11-27","sorghum"
-6.89107018888093,13.3298192498657,"2019-05-01","2019-11-27","sorghum"
-6.89087146390689,13.3298366950922,"2019-05-01","2019-11-27","sorghum"
-6.89093580063401,13.329695532878,"2019-05-01","2019-11-27","sorghum"
-6.89062709425869,13.3301682441152,"2019-05-01","2019-11-27","sorghum"
-6.89073187663571,13.3299326517693,"2019-05-01","2019-11-27","sorghum"
-6.66305830495039,13.2737569598934,"2019-05-01","2019-11-27","millet"
-6.66266636130047,13.2741198554419,"2019-05-01","2019-11-27","millet"
-6.66265436009808,13.2736707392504,"2019-05-01","2019-11-27","millet"
-6.6628512954076,13.273643152423,"2019-05-01","2019-11-27","millet"
-6.6630150652821,13.2738595086088,"2019-05-01","2019-11-27","millet"
-6.66269638877011,13.2738218250349,"2019-05-01","2019-11-27","millet"
-6.66276837112318,13.2743923888677,"2019-05-01","2019-11-27","millet"
-6.66267656265743,13.2736884838923,"2019-05-01","2019-11-27","millet"
-6.66263237108266,13.2741660816294,"2019-05-01","2019-11-27","millet"
-6.6626003653835,13.2739360309804,"2019-05-01","2019-11-27","millet"
-6.66305368418315,13.2812594533822,"2019-05-01","2019-11-27","maize"
-6.663109222366,13.2813376896041,"2019-05-01","2019-11-27","maize"
-6.66309259595703,13.2813589539481,"2019-05-01","2019-11-27","maize"
-6.66302422107199,13.2813347726404,"2019-05-01","2019-11-27","maize"
-6.66252876809633,13.281355992704,"2019-05-01","2019-11-27","maize"
-6.66267939851656,13.2813748056736,"2019-05-01","2019-11-27","maize"
-6.66301326801277,13.2813707039127,"2019-05-01","2019-11-27","maize"
-6.66306729638251,13.2812496105693,"2019-05-01","2019-11-27","maize"
-6.66304625084763,13.2812591989169,"2019-05-01","2019-11-27","maize"
-6.66290410458248,13.2812973726464,"2019-05-01","2019-11-27","maize"
-6.87152761353673,13.3188924147075,"2019-05-01","2019-11-27","millet"
-6.87141522147774,13.3192974093425,"2019-05-01","2019-11-27","millet"
-6.8716247951984,13.3192030825061,"2019-05-01","2019-11-27","millet"
-6.87157978824327,13.3191921978464,"2019-05-01","2019-11-27","millet"
-6.8717063825526,13.3192101141255,"2019-05-01","2019-11-27","millet"
-6.87150225504019,13.3190179823641,"2019-05-01","2019-11-27","millet"
-6.87145020706934,13.3190168285275,"2019-05-01","2019-11-27","millet"
-6.87143434272766,13.3189992202167,"2019-05-01","2019-11-27","millet"
-6.87138900305795,13.3188407559891,"2019-05-01","2019-11-27","millet"
-6.8715477631634,13.3192201385857,"2019-05-01","2019-11-27","millet"
-6.87023149573834,13.3213277353241,"2019-05-01","2019-11-27","sorghum"
-6.87014220137801,13.3208286443587,"2019-05-01","2019-11-27","sorghum"
-6.87006327989069,13.3210933485405,"2019-05-01","2019-11-27","sorghum"
-6.87040353828943,13.3209586572274,"2019-05-01","2019-11-27","sorghum"
-6.8705541037667,13.3208658948394,"2019-05-01","2019-11-27","sorghum"
-6.87039432788584,13.3210788738058,"2019-05-01","2019-11-27","sorghum"
-6.8703904204573,13.3210628010754,"2019-05-01","2019-11-27","sorghum"
-6.87001181312307,13.3210960151537,"2019-05-01","2019-11-27","sorghum"
-6.87032961610019,13.32081326484,"2019-05-01","2019-11-27","sorghum"
-6.87034687834091,13.3210462944713,"2019-05-01","2019-11-27","sorghum"
-6.85010191197438,13.0657799454599,"2019-05-01","2019-11-27","millet"
-6.85047942144783,13.0656448353043,"2019-05-01","2019-11-27","millet"
-6.84993741125481,13.0654526537558,"2019-05-01","2019-11-27","millet"
-6.849963539295,13.0649469085524,"2019-05-01","2019-11-27","millet"
-6.84994959825531,13.0655994328273,"2019-05-01","2019-11-27","millet"
-6.85040035300176,13.0649345752714,"2019-05-01","2019-11-27","millet"
-6.84984929906559,13.0650345584673,"2019-05-01","2019-11-27","millet"
-6.85041557456429,13.0653015189667,"2019-05-01","2019-11-27","millet"
-6.85033699567179,13.0650071425765,"2019-05-01","2019-11-27","millet"
-6.84991709830337,13.0651483111063,"2019-05-01","2019-11-27","millet"
-6.84338037516402,13.063827315715,"2019-05-01","2019-11-27","maize"
-6.84387061910157,13.0647206536695,"2019-05-01","2019-11-27","maize"
-6.84356864808363,13.0644090678091,"2019-05-01","2019-11-27","maize"
-6.84351000249609,13.063939205301,"2019-05-01","2019-11-27","maize"
-6.84363067024787,13.0642878654383,"2019-05-01","2019-11-27","maize"
-6.84358601323744,13.0640671917515,"2019-05-01","2019-11-27","maize"
-6.84290345444203,13.0644437160373,"2019-05-01","2019-11-27","maize"
-6.84310377383116,13.0644544947602,"2019-05-01","2019-11-27","maize"
-6.84363326401093,13.064296010484,"2019-05-01","2019-11-27","maize"
-6.84388083570583,13.0642276918657,"2019-05-01","2019-11-27","maize"
-6.84533411407982,13.0663750349877,"2019-05-01","2019-11-27","sorghum"
-6.8451535367626,13.0660636475901,"2019-05-01","2019-11-27","sorghum"
-6.84536322082519,13.0658853780112,"2019-05-01","2019-11-27","sorghum"
-6.8455440395899,13.0657097217688,"2019-05-01","2019-11-27","sorghum"
-6.84599575378725,13.0661218947069,"2019-05-01","2019-11-27","sorghum"
-6.84514911474749,13.0654948324291,"2019-05-01","2019-11-27","sorghum"
-6.84589470708442,13.0661758727887,"2019-05-01","2019-11-27","sorghum"
-6.84545519986,13.0658401729311,"2019-05-01","2019-11-27","sorghum"
-6.84507920285354,13.0658368561578,"2019-05-01","2019-11-27","sorghum"
-6.8459376929712,13.0654853144084,"2019-05-01","2019-11-27","sorghum"
-6.91155019130036,13.1048545572888,"2019-05-01","2019-11-27","millet"
-6.91200650861043,13.1044642503592,"2019-05-01","2019-11-27","millet"
-6.91252639556243,13.1045101580463,"2019-05-01","2019-11-27","millet"
-6.91169969533693,13.1047388106724,"2019-05-01","2019-11-27","millet"
-6.91171973922325,13.1041293533775,"2019-05-01","2019-11-27","millet"
-6.91218778827948,13.1044595326893,"2019-05-01","2019-11-27","millet"
-6.91160966820664,13.1041995725206,"2019-05-01","2019-11-27","millet"
-6.91239639615774,13.1045852425722,"2019-05-01","2019-11-27","millet"
-6.91206130668143,13.1043639577476,"2019-05-01","2019-11-27","millet"
-6.91263982636703,13.1045614854682,"2019-05-01","2019-11-27","millet"
-6.65014392857258,13.2787641558039,"2019-05-01","2019-11-27","sorghum"
-6.65014322283955,13.2787069895167,"2019-05-01","2019-11-27","sorghum"
-6.64991296680642,13.2790698734592,"2019-05-01","2019-11-27","sorghum"
-6.65028969068602,13.2786399303225,"2019-05-01","2019-11-27","sorghum"
-6.65049318353068,13.2797020250059,"2019-05-01","2019-11-27","sorghum"
-6.65002616654703,13.2792121408493,"2019-05-01","2019-11-27","sorghum"
-6.65047367780332,13.2795296715818,"2019-05-01","2019-11-27","sorghum"
-6.65046638583961,13.279007435054,"2019-05-01","2019-11-27","sorghum"
-6.65020707170728,13.2787336703141,"2019-05-01","2019-11-27","sorghum"
-6.65008629510491,13.2788303835186,"2019-05-01","2019-11-27","sorghum"
-6.82748073360596,13.3270490673527,"2019-05-01","2019-11-27","millet"
-6.82757076015086,13.3270287459642,"2019-05-01","2019-11-27","millet"
-6.82767389621394,13.3269736717354,"2019-05-01","2019-11-27","millet"
-6.82763364433473,13.3270444284102,"2019-05-01","2019-11-27","millet"
-6.82768224891295,13.3270792051194,"2019-05-01","2019-11-27","millet"
-6.82781320321426,13.3269709858427,"2019-05-01","2019-11-27","millet"
-6.82755050277939,13.3270749420463,"2019-05-01","2019-11-27","millet"
-6.82742057815769,13.3269876745152,"2019-05-01","2019-11-27","millet"
-6.82787695206854,13.3269859721806,"2019-05-01","2019-11-27","millet"
-6.82780595319088,13.3270587535796,"2019-05-01","2019-11-27","millet"
-6.84800810600397,13.328146566566,"2019-05-01","2019-11-27","maize"
-6.84804098623721,13.3281193407007,"2019-05-01","2019-11-27","maize"
-6.82661894833808,13.3263661604794,"2019-05-01","2019-11-27","maize"
-6.84818262305285,13.3280096425152,"2019-05-01","2019-11-27","maize"
-6.84848899304553,13.3277623003605,"2019-05-01","2019-11-27","maize"
-6.84805498155533,13.3276597196839,"2019-05-01","2019-11-27","maize"
-6.82674109063274,13.3259423885708,"2019-05-01","2019-11-27","maize"
-6.84865064972303,13.3279193451982,"2019-05-01","2019-11-27","maize"
-6.82678342632287,13.3255793001494,"2019-05-01","2019-11-27","maize"
-6.82681467909301,13.3257150458705,"2019-05-01","2019-11-27","maize"
-6.82727487370427,13.3270303747565,"2019-05-01","2019-11-27","sorghum"
-6.8274446049216,13.3273919409883,"2019-05-01","2019-11-27","sorghum"
-6.84187491047428,13.3171315344706,"2019-05-01","2019-11-27","sorghum"
-6.82724832928162,13.3273146466358,"2019-05-01","2019-11-27","sorghum"
-6.82709755642643,13.3270400395074,"2019-05-01","2019-11-27","sorghum"
-6.82687388327884,13.3275478417748,"2019-05-01","2019-11-27","sorghum"
-6.82696519357084,13.3270152454088,"2019-05-01","2019-11-27","sorghum"
-6.84175311501741,13.3169426707886,"2019-05-01","2019-11-27","sorghum"
-6.82675555776427,13.3275096881928,"2019-05-01","2019-11-27","sorghum"
-6.82698065997139,13.32726880474,"2019-05-01","2019-11-27","sorghum"
-6.62808543221449,13.3033586167038,"2019-05-01","2019-11-27","maize"
-6.62760711630379,13.3030584833119,"2019-05-01","2019-11-27","maize"
-6.62785319459951,13.3029140902395,"2019-05-01","2019-11-27","maize"
-6.62760561981246,13.3036593259493,"2019-05-01","2019-11-27","maize"
-6.62775518271678,13.3037259284374,"2019-05-01","2019-11-27","maize"
-6.62811509666343,13.3034609848474,"2019-05-01","2019-11-27","maize"
-6.6278173017951,13.3029372542612,"2019-05-01","2019-11-27","maize"
-6.62768090944446,13.3035232491034,"2019-05-01","2019-11-27","maize"
-6.62802341786605,13.3037253106462,"2019-05-01","2019-11-27","maize"
-6.62767053073719,13.3028547024141,"2019-05-01","2019-11-27","maize"
-6.61579572207929,13.2929080796483,"2019-05-01","2019-11-27","sorghum"
-6.61553767501596,13.2927081290775,"2019-05-01","2019-11-27","sorghum"
-6.6160838820315,13.2924736176773,"2019-05-01","2019-11-27","sorghum"
-6.61608053142543,13.2929870065597,"2019-05-01","2019-11-27","sorghum"
-6.61586102885016,13.2926156944931,"2019-05-01","2019-11-27","sorghum"
-6.61616838415627,13.2924469072097,"2019-05-01","2019-11-27","sorghum"
-6.61611008602053,13.2923688273452,"2019-05-01","2019-11-27","sorghum"
-6.61596947926483,13.2932303437442,"2019-05-01","2019-11-27","sorghum"
-6.61657666284392,13.2930765094271,"2019-05-01","2019-11-27","sorghum"
-6.61641143707879,13.2932498322849,"2019-05-01","2019-11-27","sorghum"
-6.83255082253087,13.3345048984449,"2019-05-01","2019-11-27","maize"
-6.83257037297964,13.3345453568284,"2019-05-01","2019-11-27","maize"
-6.83248480774945,13.3345169560696,"2019-05-01","2019-11-27","maize"
-6.83272161414294,13.3346384880066,"2019-05-01","2019-11-27","maize"
-6.83270753053259,13.3346005052962,"2019-05-01","2019-11-27","maize"
-6.83267876100816,13.3345609261253,"2019-05-01","2019-11-27","maize"
-6.83249866575449,13.3345584011382,"2019-05-01","2019-11-27","maize"
-6.83269292361105,13.3346364955986,"2019-05-01","2019-11-27","maize"
-6.83267408325716,13.3346504511456,"2019-05-01","2019-11-27","maize"
-6.83266604864421,13.3345206485323,"2019-05-01","2019-11-27","maize"
-6.66280682488676,13.2821134704935,"2019-05-01","2019-11-27","maize"
-6.66249320937902,13.2814975803338,"2019-05-01","2019-11-27","maize"
-6.66265774185017,13.2817743998883,"2019-05-01","2019-11-27","maize"
-6.66277245702055,13.2822053890043,"2019-05-01","2019-11-27","maize"
-6.66302927089174,13.2820475645176,"2019-05-01","2019-11-27","maize"
-6.66306143114242,13.281626189712,"2019-05-01","2019-11-27","maize"
-6.66330339025854,13.2819222296609,"2019-05-01","2019-11-27","maize"
-6.66284050614904,13.2820367358093,"2019-05-01","2019-11-27","maize"
-6.66274079549725,13.2814402777713,"2019-05-01","2019-11-27","maize"
-6.66320295571454,13.2822492789267,"2019-05-01","2019-11-27","maize"
-6.87950069237848,13.0874529895102,"2019-05-01","2019-11-27","maize"
-6.87984021635142,13.0882453430449,"2019-05-01","2019-11-27","maize"
-6.87960988420821,13.088218833267,"2019-05-01","2019-11-27","maize"
-6.879536092353,13.0875193271909,"2019-05-01","2019-11-27","maize"
-6.8794866893355,13.0881693699003,"2019-05-01","2019-11-27","maize"
-6.87950785723282,13.0875108186563,"2019-05-01","2019-11-27","maize"
-6.87999731225144,13.0876667323918,"2019-05-01","2019-11-27","maize"
-6.879631393716,13.0876033985343,"2019-05-01","2019-11-27","maize"
-6.87969919680007,13.0880001472963,"2019-05-01","2019-11-27","maize"
-6.87944179289681,13.0875689317353,"2019-05-01","2019-11-27","maize"
-6.88579128971024,13.0860771045624,"2019-05-01","2019-11-27","sorghum"
-6.8859624240939,13.0864480272566,"2019-05-01","2019-11-27","sorghum"
-6.8869634865845,13.0863795142694,"2019-05-01","2019-11-27","sorghum"
-6.88583947831804,13.0863537666178,"2019-05-01","2019-11-27","sorghum"
-6.88569667512827,13.086464107064,"2019-05-01","2019-11-27","sorghum"
-6.88565852934209,13.0863284025467,"2019-05-01","2019-11-27","sorghum"
-6.88652950941774,13.0869537523352,"2019-05-01","2019-11-27","sorghum"
-6.88582039624131,13.0861293775585,"2019-05-01","2019-11-27","sorghum"
-6.88638392446395,13.0862530082254,"2019-05-01","2019-11-27","sorghum"
-6.88666317386132,13.0864794023079,"2019-05-01","2019-11-27","sorghum"
-6.64676432347024,12.8231368611085,"2019-05-01","2019-11-27","millet"
-6.64656820919227,12.8231104286145,"2019-05-01","2019-11-27","millet"
-6.6462662678766,12.823248051863,"2019-05-01","2019-11-27","millet"
-6.64642776360479,12.8232907707166,"2019-05-01","2019-11-27","millet"
-6.64619028345475,12.8230145731914,"2019-05-01","2019-11-27","millet"
-6.64632916223891,12.8230722887042,"2019-05-01","2019-11-27","millet"
-6.64654496948987,12.8233439864569,"2019-05-01","2019-11-27","millet"
-6.64667326990407,12.8230211328869,"2019-05-01","2019-11-27","millet"
-6.64665845256404,12.8230700846747,"2019-05-01","2019-11-27","millet"
-6.64643148799892,12.8233114721106,"2019-05-01","2019-11-27","millet"
-6.64978142247821,12.8247362348987,"2019-05-01","2019-11-27","maize"
-6.65002319418802,12.8245048982626,"2019-05-01","2019-11-27","maize"
-6.64969273378712,12.8247045027893,"2019-05-01","2019-11-27","maize"
-6.64973349326525,12.8246251211546,"2019-05-01","2019-11-27","maize"
-6.65009106776746,12.8244582593127,"2019-05-01","2019-11-27","maize"
-6.64964966145226,12.8246618697126,"2019-05-01","2019-11-27","maize"
-6.64985843667341,12.8246418720664,"2019-05-01","2019-11-27","maize"
-6.64993953615616,12.8246971368502,"2019-05-01","2019-11-27","maize"
-6.65004907238899,12.8245056137202,"2019-05-01","2019-11-27","maize"
-6.64988140100224,12.824669417505,"2019-05-01","2019-11-27","maize"
-6.65014473098189,12.8228412447151,"2019-05-01","2019-11-27","sorghum"
-6.65007392343459,12.8235913890286,"2019-05-01","2019-11-27","sorghum"
-6.64957168999395,12.823560620433,"2019-05-01","2019-11-27","sorghum"
-6.6500906663881,12.8226161733027,"2019-05-01","2019-11-27","sorghum"
-6.65033214261842,12.8231537800409,"2019-05-01","2019-11-27","sorghum"
-6.6500860286464,12.8230476671811,"2019-05-01","2019-11-27","sorghum"
-6.64957982445751,12.8228099981945,"2019-05-01","2019-11-27","sorghum"
-6.64992053120939,12.8230240021383,"2019-05-01","2019-11-27","sorghum"
-6.64965897285282,12.8237220921686,"2019-05-01","2019-11-27","sorghum"
-6.64968352533008,12.8234529817784,"2019-05-01","2019-11-27","sorghum"
-6.77539565699745,13.313037333509,"2019-05-01","2019-11-27","millet"
-6.77544990031015,13.3130487788835,"2019-05-01","2019-11-27","millet"
-6.77541467996127,13.313052939138,"2019-05-01","2019-11-27","millet"
-6.77538194606733,13.313082426946,"2019-05-01","2019-11-27","millet"
-6.77540024901474,13.3131162795055,"2019-05-01","2019-11-27","millet"
-6.77546510514264,13.3131105026152,"2019-05-01","2019-11-27","millet"
-6.77541386356874,13.3131718186784,"2019-05-01","2019-11-27","millet"
-6.77538022238919,13.3131263538391,"2019-05-01","2019-11-27","millet"
-6.77543975528174,13.3130882239741,"2019-05-01","2019-11-27","millet"
-6.7755422074734,13.3130489255853,"2019-05-01","2019-11-27","millet"
-6.77580477858904,13.3130812864558,"2019-05-01","2019-11-27","sorghum"
-6.7757511907701,13.3130820107143,"2019-05-01","2019-11-27","sorghum"
-6.77579868455297,13.3129751659493,"2019-05-01","2019-11-27","sorghum"
-6.77575652204874,13.312969414571,"2019-05-01","2019-11-27","sorghum"
-6.77582382509033,13.3129812071521,"2019-05-01","2019-11-27","sorghum"
-6.77566097734366,13.3129078075215,"2019-05-01","2019-11-27","sorghum"
-6.77583015459158,13.3129388813846,"2019-05-01","2019-11-27","sorghum"
-6.77578886390668,13.3129459554863,"2019-05-01","2019-11-27","sorghum"
-6.77572306762511,13.3128670541571,"2019-05-01","2019-11-27","sorghum"
-6.77568443868914,13.3129760223328,"2019-05-01","2019-11-27","sorghum"
-6.77394271226293,13.2344855636787,"2019-05-01","2019-11-27","rice"
-6.77385467014039,13.2344440465096,"2019-05-01","2019-11-27","rice"
-6.77416830914455,13.2345516715985,"2019-05-01","2019-11-27","rice"
-6.77379372514366,13.2347190438297,"2019-05-01","2019-11-27","rice"
-6.77396237540065,13.2349361840147,"2019-05-01","2019-11-27","rice"
-6.77350276892398,13.2345577729837,"2019-05-01","2019-11-27","rice"
-6.77345113036443,13.2345512550295,"2019-05-01","2019-11-27","rice"
-6.77437292699481,13.2348509879781,"2019-05-01","2019-11-27","rice"
-6.77367247193451,13.2347932119586,"2019-05-01","2019-11-27","rice"
-6.77387240569626,13.2343535366674,"2019-05-01","2019-11-27","rice"
-6.84368399928715,12.880833845125,"2019-05-01","2019-11-27","millet"
-6.84359060255863,12.880647005078,"2019-05-01","2019-11-27","millet"
-6.8439798873887,12.8807434825754,"2019-05-01","2019-11-27","millet"
-6.84353160663747,12.8807565600535,"2019-05-01","2019-11-27","millet"
-6.84360326219066,12.8809544748398,"2019-05-01","2019-11-27","millet"
-6.84363424764202,12.8806740830434,"2019-05-01","2019-11-27","millet"
-6.84363091479751,12.8807399144911,"2019-05-01","2019-11-27","millet"
-6.84359983831429,12.8806305998546,"2019-05-01","2019-11-27","millet"
-6.84369830953837,12.8809803241839,"2019-05-01","2019-11-27","millet"
-6.84403175862479,12.8805117004711,"2019-05-01","2019-11-27","millet"
-6.84615435106894,12.8751941532174,"2019-05-01","2019-11-27","maize"
-6.84569512760561,12.8754948404604,"2019-05-01","2019-11-27","maize"
-6.84564474465379,12.8756236331145,"2019-05-01","2019-11-27","maize"
-6.84576913686724,12.8752864538461,"2019-05-01","2019-11-27","maize"
-6.84546389410973,12.8754634980074,"2019-05-01","2019-11-27","maize"
-6.84564822768389,12.8755881863388,"2019-05-01","2019-11-27","maize"
-6.84551658571214,12.8754221946686,"2019-05-01","2019-11-27","maize"
-6.84580880738172,12.8754332665425,"2019-05-01","2019-11-27","maize"
-6.84571374611141,12.8751977386467,"2019-05-01","2019-11-27","maize"
-6.84563255155816,12.8754889661951,"2019-05-01","2019-11-27","maize"
-6.84289237912046,12.8786859183453,"2019-05-01","2019-11-27","sorghum"
-6.84304310194549,12.8785927643889,"2019-05-01","2019-11-27","sorghum"
-6.84324706378624,12.8788826287662,"2019-05-01","2019-11-27","sorghum"
-6.84307683540045,12.8786683703141,"2019-05-01","2019-11-27","sorghum"
-6.84301717181465,12.8786693070908,"2019-05-01","2019-11-27","sorghum"
-6.84278541997639,12.8787789063362,"2019-05-01","2019-11-27","sorghum"
-6.84283351645822,12.8788365538129,"2019-05-01","2019-11-27","sorghum"
-6.84304315687633,12.8788686940137,"2019-05-01","2019-11-27","sorghum"
-6.8428975185329,12.8787721972784,"2019-05-01","2019-11-27","sorghum"
-6.84319202861274,12.8788274630895,"2019-05-01","2019-11-27","sorghum"
-6.70824633274115,12.9720908060096,"2019-05-01","2019-11-27","millet"
