"longitude","latitude","start_date","end_date","label"
29.75972214,-1.590087179,"2018-09-01","2019-04-01","other"
29.75868144,-1.590529572,"2018-09-01","2019-04-01","structure"
29.75901001,-1.590677037,"2018-09-01","2019-04-01","structure"
29.75901001,-1.589685003,"2018-09-01","2019-04-01","maize"
29.75907975,-1.58956435,"2018-09-01","2019-04-01","maize"
29.75941771,-1.58947587,"2018-09-01","2019-04-01","maize"
29.76462585,-1.584854628,"2018-09-01","2019-04-01","other"
29.75948476,-1.589552284,"2018-09-01","2019-04-01","maize"
29.7593587,-1.589752032,"2018-09-01","2019-04-01","banana"
29.75997426,-1.589664893,"2018-09-01","2019-04-01","structure"
29.76003193,-1.589592502,"2018-09-01","2019-04-01","structure"
29.76063543,-1.590142143,"2018-09-01","2019-04-01","structure"
29.76036184,-1.589906199,"2018-09-01","2019-04-01","structure"
29.76096802,-1.589675618,"2018-09-01","2019-04-01","structure"
29.75882332,-1.589534441,"2018-09-01","2019-04-01","other"
29.75933964,-1.589329331,"2018-09-01","2019-04-01","other"
29.75992973,-1.588964691,"2018-09-01","2019-04-01","other"
29.76597873,-1.58489675,"2018-09-01","2019-04-01","other"
29.75952069,-1.58934944,"2018-09-01","2019-04-01","maize"
29.75969906,-1.58916712,"2018-09-01","2019-04-01","maize"
29.75979159,-1.589290454,"2018-09-01","2019-04-01","maize"
29.76003031,-1.589173823,"2018-09-01","2019-04-01","maize"
29.76032669,-1.589106794,"2018-09-01","2019-04-01","maize"
29.75981707,-1.589881653,"2018-09-01","2019-04-01","banana"
29.76031462,-1.589813284,"2018-09-01","2019-04-01","banana"
29.75898961,-1.588120119,"2018-09-01","2019-04-01","structure"
29.75954751,-1.587809103,"2018-09-01","2019-04-01","other"
29.75952605,-1.587264823,"2018-09-01","2019-04-01","other"
29.76702982,-1.588768064,"2018-09-01","2019-04-01","other"
29.75831906,-1.587878813,"2018-09-01","2019-04-01","structure"
29.75816617,-1.587819827,"2018-09-01","2019-04-01","structure"
29.75817154,-1.587562435,"2018-09-01","2019-04-01","structure"
29.75799183,-1.587170983,"2018-09-01","2019-04-01","structure"
29.75903521,-1.587390839,"2018-09-01","2019-04-01","structure"
29.7592471,-1.587197794,"2018-09-01","2019-04-01","structure"
29.75929807,-1.587492724,"2018-09-01","2019-04-01","structure"
29.75967894,-1.587366709,"2018-09-01","2019-04-01","structure"
29.75958506,-1.587007431,"2018-09-01","2019-04-01","structure"
29.75817422,-1.588117439,"2018-09-01","2019-04-01","structure"
29.75780745,-1.592785223,"2018-09-01","2019-04-01","other"
29.75805352,-1.588066496,"2018-09-01","2019-04-01","structure"
29.75987206,-1.58846063,"2018-09-01","2019-04-01","structure"
29.75997398,-1.588586645,"2018-09-01","2019-04-01","structure"
29.76142238,-1.587133446,"2018-09-01","2019-04-01","structure"
29.75980769,-1.58798338,"2018-09-01","2019-04-01","other"
29.76004372,-1.586969894,"2018-09-01","2019-04-01","structure"
29.76007859,-1.587283592,"2018-09-01","2019-04-01","structure"
29.76034145,-1.587524898,"2018-09-01","2019-04-01","structure"
29.76021806,-1.587817147,"2018-09-01","2019-04-01","structure"
29.76052384,-1.58709591,"2018-09-01","2019-04-01","other"
29.7575057,-1.591862899,"2018-09-01","2019-04-01","forest"
29.76134727,-1.588222005,"2018-09-01","2019-04-01","other"
29.76096372,-1.58855447,"2018-09-01","2019-04-01","maize"
29.7608457,-1.588380194,"2018-09-01","2019-04-01","maize"
29.97404184,-2.077207679,"2018-09-01","2019-04-01","maize"
29.97404419,-2.077291443,"2018-09-01","2019-04-01","maize"
29.97405424,-2.077381908,"2018-09-01","2019-04-01","maize"
29.97404586,-2.07748276,"2018-09-01","2019-04-01","maize"
29.97398719,-2.077288762,"2018-09-01","2019-04-01","maize"
29.97395534,-2.077472037,"2018-09-01","2019-04-01","maize"
29.97403547,-2.077555132,"2018-09-01","2019-04-01","maize"
29.75814138,-1.592555983,"2018-09-01","2019-04-01","legumes"
29.97521338,-2.076489068,"2018-09-01","2019-04-01","banana"
29.9752164,-2.076559429,"2018-09-01","2019-04-01","banana"
29.97530726,-2.076563785,"2018-09-01","2019-04-01","banana"
29.97537867,-2.076552728,"2018-09-01","2019-04-01","banana"
29.97538353,-2.07649225,"2018-09-01","2019-04-01","banana"
29.97522595,-2.07642926,"2018-09-01","2019-04-01","banana"
29.97521229,-2.076691358,"2018-09-01","2019-04-01","legumes"
29.97536618,-2.076724528,"2018-09-01","2019-04-01","legumes"
29.97530147,-2.076720508,"2018-09-01","2019-04-01","legumes"
29.97190529,-2.077538546,"2018-09-01","2019-04-01","banana"
29.75741987,-1.592590167,"2018-09-01","2019-04-01","other"
29.97187411,-2.077627671,"2018-09-01","2019-04-01","banana"
29.9720052,-2.077622645,"2018-09-01","2019-04-01","banana"
29.97188518,-2.07771244,"2018-09-01","2019-04-01","banana"
29.97179901,-2.077674914,"2018-09-01","2019-04-01","banana"
29.97171083,-2.077643753,"2018-09-01","2019-04-01","banana"
29.97172156,-2.077733213,"2018-09-01","2019-04-01","banana"
29.97182315,-2.077463829,"2018-09-01","2019-04-01","banana"
29.97169172,-2.077538211,"2018-09-01","2019-04-01","banana"
29.97188149,-2.077385426,"2018-09-01","2019-04-01","banana"
29.97189222,-2.0772963,"2018-09-01","2019-04-01","banana"
29.76371871,-1.587972484,"2018-09-01","2019-04-01","maize"
29.75753319,-1.592462811,"2018-09-01","2019-04-01","maize"
29.9716307,-2.077278208,"2018-09-01","2019-04-01","banana"
29.97173665,-2.07747053,"2018-09-01","2019-04-01","banana"
29.97181644,-2.077365322,"2018-09-01","2019-04-01","banana"
29.97164814,-2.077442385,"2018-09-01","2019-04-01","banana"
29.97178023,-2.07753285,"2018-09-01","2019-04-01","banana"
29.97205248,-2.077443055,"2018-09-01","2019-04-01","banana"
29.97197201,-2.07747187,"2018-09-01","2019-04-01","banana"
29.97189222,-2.077493313,"2018-09-01","2019-04-01","banana"
29.97180706,-2.077300992,"2018-09-01","2019-04-01","banana"
29.97197872,-2.077269496,"2018-09-01","2019-04-01","banana"
29.75740579,-1.592308644,"2018-09-01","2019-04-01","maize"
29.97183053,-2.077183052,"2018-09-01","2019-04-01","banana"
29.97196799,-2.077216557,"2018-09-01","2019-04-01","banana"
29.971913,-2.077204496,"2018-09-01","2019-04-01","banana"
29.9717105,-2.077268827,"2018-09-01","2019-04-01","banana"
29.97153146,-2.077360631,"2018-09-01","2019-04-01","banana"
29.97158712,-2.077371353,"2018-09-01","2019-04-01","banana"
29.97172626,-2.077370683,"2018-09-01","2019-04-01","banana"
29.76202856,-1.589270345,"2018-09-01","2019-04-01","structure"
29.76310412,-1.58925694,"2018-09-01","2019-04-01","structure"
29.76336698,-1.589275707,"2018-09-01","2019-04-01","structure"
29.75806561,-1.592456779,"2018-09-01","2019-04-01","maize"
29.76396243,-1.58914433,"2018-09-01","2019-04-01","structure"
29.76165305,-1.588972735,"2018-09-01","2019-04-01","structure"
29.76129631,-1.589766363,"2018-09-01","2019-04-01","structure"
29.76188908,-1.587669681,"2018-09-01","2019-04-01","structure"
29.76370762,-1.588632225,"2018-09-01","2019-04-01","structure"
29.76320336,-1.586755399,"2018-09-01","2019-04-01","structure"
29.76199905,-1.585841116,"2018-09-01","2019-04-01","other"
29.76315508,-1.585787493,"2018-09-01","2019-04-01","structure"
29.76481805,-1.585572998,"2018-09-01","2019-04-01","structure"
29.76437549,-1.586237932,"2018-09-01","2019-04-01","structure"
29.75747687,-1.592039856,"2018-09-01","2019-04-01","legumes"
29.76472686,-1.586339816,"2018-09-01","2019-04-01","structure"
29.76506213,-1.586573079,"2018-09-01","2019-04-01","structure"
29.76452033,-1.586999387,"2018-09-01","2019-04-01","structure"
29.76466517,-1.586868009,"2018-09-01","2019-04-01","structure"
29.76497094,-1.587103953,"2018-09-01","2019-04-01","structure"
29.76612965,-1.585859885,"2018-09-01","2019-04-01","other"
29.76645956,-1.59051173,"2018-09-01","2019-04-01","other"
29.76522038,-1.591230285,"2018-09-01","2019-04-01","structure"
29.76711402,-1.589814625,"2018-09-01","2019-04-01","structure"
29.7686697,-1.589165779,"2018-09-01","2019-04-01","structure"
29.75787652,-1.591924566,"2018-09-01","2019-04-01","legumes"
29.76926515,-1.588935198,"2018-09-01","2019-04-01","structure"
29.7691525,-1.588452586,"2018-09-01","2019-04-01","structure"
29.76411531,-1.588372151,"2018-09-01","2019-04-01","structure"
29.76458202,-1.588919111,"2018-09-01","2019-04-01","structure"
29.76416359,-1.588951285,"2018-09-01","2019-04-01","structure"
29.76635764,-1.588222005,"2018-09-01","2019-04-01","other"
29.76711939,-1.588940561,"2018-09-01","2019-04-01","other"
29.76702819,-1.589192591,"2018-09-01","2019-04-01","other"
29.7686107,-1.587578521,"2018-09-01","2019-04-01","other"
29.76848731,-1.587262143,"2018-09-01","2019-04-01","other"
29.75781684,-1.592090128,"2018-09-01","2019-04-01","legumes"
29.76712475,-1.588613457,"2018-09-01","2019-04-01","structure"
29.76678679,-1.586071698,"2018-09-01","2019-04-01","structure"
29.76716767,-1.586023437,"2018-09-01","2019-04-01","structure"
29.7672535,-1.586522137,"2018-09-01","2019-04-01","structure"
29.76750026,-1.586414889,"2018-09-01","2019-04-01","structure"
29.76659367,-1.589921871,"2018-09-01","2019-04-01","structure"
29.76722131,-1.589519694,"2018-09-01","2019-04-01","other"
29.7674198,-1.588854762,"2018-09-01","2019-04-01","structure"
29.76753245,-1.588538384,"2018-09-01","2019-04-01","structure"
29.76456056,-1.587476637,"2018-09-01","2019-04-01","structure"
29.75794022,-1.592043208,"2018-09-01","2019-04-01","legumes"
29.43856588,-2.066451314,"2018-09-01","2019-04-01","banana"
29.43912901,-2.066613394,"2018-09-01","2019-04-01","structure"
29.44063826,-2.06649093,"2018-09-01","2019-04-01","banana"
29.44524416,-2.071913819,"2018-09-01","2019-04-01","other"
29.44074555,-2.063505559,"2018-09-01","2019-04-01","forest"
29.44118162,-2.069974354,"2018-09-01","2019-04-01","forest"
29.44105019,-2.069973684,"2018-09-01","2019-04-01","forest"
29.44025911,-2.068373617,"2018-09-01","2019-04-01","banana"
29.44243105,-2.068667944,"2018-09-01","2019-04-01","legumes"
29.43862768,-2.065788121,"2018-09-01","2019-04-01","banana"
29.7588401,-1.592602232,"2018-09-01","2019-04-01","legumes"
29.43731574,-2.065820119,"2018-09-01","2019-04-01","other"
29.44000608,-2.066005741,"2018-09-01","2019-04-01","legumes"
29.44034085,-2.06586954,"2018-09-01","2019-04-01","legumes"
29.44023155,-2.065876911,"2018-09-01","2019-04-01","legumes"
29.44829511,-2.06347404,"2018-09-01","2019-04-01","banana"
29.44823543,-2.064345695,"2018-09-01","2019-04-01","other"
29.97494293,-2.077019796,"2018-09-01","2019-04-01","other"
29.97140305,-2.077451599,"2018-09-01","2019-04-01","banana"
29.97124748,-2.077385258,"2018-09-01","2019-04-01","banana"
29.97178057,-2.077438197,"2018-09-01","2019-04-01","banana"
29.75871136,-1.592442703,"2018-09-01","2019-04-01","legumes"
29.97174604,-2.077555969,"2018-09-01","2019-04-01","banana"
29.97170312,-2.077591485,"2018-09-01","2019-04-01","banana"
29.97182986,-2.077506381,"2018-09-01","2019-04-01","banana"
29.97183589,-2.077553958,"2018-09-01","2019-04-01","banana"
29.97201895,-2.077484938,"2018-09-01","2019-04-01","banana"
29.97194653,-2.077505711,"2018-09-01","2019-04-01","banana"
29.97195592,-2.077551279,"2018-09-01","2019-04-01","banana"
29.97196262,-2.077610918,"2018-09-01","2019-04-01","banana"
29.97199347,-2.077570041,"2018-09-01","2019-04-01","banana"
29.97203169,-2.077541227,"2018-09-01","2019-04-01","banana"
29.44557315,-2.071632332,"2018-09-01","2019-04-01","banana"
29.97191971,-2.077402514,"2018-09-01","2019-04-01","banana"
29.97200956,-2.077431999,"2018-09-01","2019-04-01","banana"
29.97183254,-2.077602207,"2018-09-01","2019-04-01","banana"
29.97178828,-2.077631691,"2018-09-01","2019-04-01","banana"
29.97174805,-2.077614268,"2018-09-01","2019-04-01","banana"
29.97192373,-2.077689321,"2018-09-01","2019-04-01","banana"
29.97190295,-2.077594166,"2018-09-01","2019-04-01","banana"
29.9718379,-2.077658497,"2018-09-01","2019-04-01","banana"
29.97196933,-2.077700043,"2018-09-01","2019-04-01","banana"
29.97201225,-2.077671228,"2018-09-01","2019-04-01","banana"
29.76420707,-1.588170892,"2018-09-01","2019-04-01","legumes"
29.55363809,-1.542303401,"2018-09-01","2019-04-01","forest"
29.97201962,-2.077718806,"2018-09-01","2019-04-01","banana"
29.97209271,-2.077608908,"2018-09-01","2019-04-01","banana"
29.97210478,-2.077702724,"2018-09-01","2019-04-01","banana"
29.97166021,-2.077573392,"2018-09-01","2019-04-01","banana"
29.97177621,-2.077487617,"2018-09-01","2019-04-01","banana"
29.97191904,-2.077266481,"2018-09-01","2019-04-01","banana"
29.97166624,-2.077718136,"2018-09-01","2019-04-01","banana"
29.97167295,-2.077769735,"2018-09-01","2019-04-01","banana"
29.97148117,-2.077340864,"2018-09-01","2019-04-01","banana"
29.97148989,-2.077385761,"2018-09-01","2019-04-01","banana"
29.55090492,-1.54206209,"2018-09-01","2019-04-01","forest"
29.97149793,-2.077434678,"2018-09-01","2019-04-01","banana"
29.97143624,-2.077373029,"2018-09-01","2019-04-01","banana"
29.55291803,-1.532790499,"2018-09-01","2019-04-01","banana"
29.55076101,-1.534564105,"2018-09-01","2019-04-01","maize"
29.97186472,-2.077331481,"2018-09-01","2019-04-01","banana"
29.97185601,-2.077279883,"2018-09-01","2019-04-01","banana"
29.97183991,-2.077218903,"2018-09-01","2019-04-01","banana"
29.9719291,-2.077314729,"2018-09-01","2019-04-01","banana"
29.97190563,-2.077169315,"2018-09-01","2019-04-01","banana"
29.97195391,-2.077171325,"2018-09-01","2019-04-01","banana"
29.55154596,-1.540917201,"2018-09-01","2019-04-01","forest"
29.97190429,-2.077342204,"2018-09-01","2019-04-01","other"
29.97171184,-2.077214882,"2018-09-01","2019-04-01","banana"
29.97201157,-2.077245038,"2018-09-01","2019-04-01","banana"
29.97187679,-2.077241686,"2018-09-01","2019-04-01","banana"
29.97202029,-2.077292615,"2018-09-01","2019-04-01","banana"
29.9720612,-2.077496999,"2018-09-01","2019-04-01","banana"
29.97191837,-2.077633032,"2018-09-01","2019-04-01","banana"
29.9714178,-2.077632027,"2018-09-01","2019-04-01","banana"
29.97156465,-2.07759048,"2018-09-01","2019-04-01","banana"
29.97166389,-2.077619295,"2018-09-01","2019-04-01","banana"
29.5519483,-1.5394452,"2018-09-01","2019-04-01","forest"
29.97136885,-2.077703728,"2018-09-01","2019-04-01","banana"
29.97131521,-2.077730533,"2018-09-01","2019-04-01","banana"
29.97126491,-2.077725172,"2018-09-01","2019-04-01","banana"
29.97130045,-2.077701048,"2018-09-01","2019-04-01","banana"
29.97126559,-2.077683626,"2018-09-01","2019-04-01","banana"
29.9712904,-2.077442385,"2018-09-01","2019-04-01","banana"
29.97135477,-2.077634037,"2018-09-01","2019-04-01","banana"
29.97130179,-2.077660172,"2018-09-01","2019-04-01","banana"
29.97125419,-2.077542902,"2018-09-01","2019-04-01","banana"
29.9712904,-2.077399498,"2018-09-01","2019-04-01","banana"
29.55072253,-1.538522854,"2018-09-01","2019-04-01","forest"
29.97134002,-2.077458468,"2018-09-01","2019-04-01","banana"
29.97142652,-2.077329806,"2018-09-01","2019-04-01","banana"
29.97160748,-2.077564095,"2018-09-01","2019-04-01","banana"
29.97161268,-2.077607651,"2018-09-01","2019-04-01","banana"
29.97536383,-2.076642775,"2018-09-01","2019-04-01","legumes"
29.97161754,-2.077650371,"2018-09-01","2019-04-01","banana"
29.97157479,-2.077685719,"2018-09-01","2019-04-01","banana"
29.97156725,-2.077638142,"2018-09-01","2019-04-01","banana"
29.97166683,-2.07767215,"2018-09-01","2019-04-01","banana"
29.9715178,-2.077618541,"2018-09-01","2019-04-01","banana"
29.556441,-1.538742715,"2018-09-01","2019-04-01","forest"
29.97147287,-2.07769108,"2018-09-01","2019-04-01","banana"
29.97152794,-2.07771579,"2018-09-01","2019-04-01","banana"
29.97152861,-2.077760688,"2018-09-01","2019-04-01","banana"
29.97148301,-2.077778781,"2018-09-01","2019-04-01","banana"
29.97157722,-2.077733884,"2018-09-01","2019-04-01","banana"
29.97171569,-2.077689657,"2018-09-01","2019-04-01","banana"
29.97146223,-2.077606227,"2018-09-01","2019-04-01","banana"
29.97142367,-2.077672568,"2018-09-01","2019-04-01","banana"
29.97145954,-2.077557644,"2018-09-01","2019-04-01","banana"
29.97143775,-2.077806256,"2018-09-01","2019-04-01","banana"
29.97182994,-2.070066713,"2018-09-01","2019-04-01","legumes"
29.9713888,-2.077821668,"2018-09-01","2019-04-01","banana"
29.97132577,-2.077810946,"2018-09-01","2019-04-01","banana"
29.97147731,-2.077735559,"2018-09-01","2019-04-01","banana"
29.97128956,-2.077836746,"2018-09-01","2019-04-01","banana"
29.97125067,-2.077830379,"2018-09-01","2019-04-01","banana"
29.97120943,-2.077816308,"2018-09-01","2019-04-01","banana"
29.97119166,-2.077756332,"2018-09-01","2019-04-01","banana"
29.97132241,-2.077772415,"2018-09-01","2019-04-01","banana"
29.97127246,-2.077763369,"2018-09-01","2019-04-01","banana"
29.97124161,-2.077774425,"2018-09-01","2019-04-01","banana"
29.55462782,-1.534173874,"2018-09-01","2019-04-01","forest"
29.97123055,-2.077717131,"2018-09-01","2019-04-01","banana"
29.97123122,-2.077668883,"2018-09-01","2019-04-01","banana"
29.97126072,-2.077642749,"2018-09-01","2019-04-01","banana"
29.97121446,-2.077603882,"2018-09-01","2019-04-01","banana"
29.61627026,-2.735305813,"2018-09-01","2019-04-01","forest"
29.97117825,-2.077704734,"2018-09-01","2019-04-01","banana"
29.97115679,-2.077731873,"2018-09-01","2019-04-01","banana"
29.9711702,-2.077784477,"2018-09-01","2019-04-01","banana"
29.9711008,-2.077643084,"2018-09-01","2019-04-01","banana"
29.97112561,-2.077613264,"2018-09-01","2019-04-01","banana"
29.55136089,-1.53236135,"2018-09-01","2019-04-01","forest"
29.9711588,-2.077582773,"2018-09-01","2019-04-01","banana"
29.97120641,-2.077555969,"2018-09-01","2019-04-01","banana"
29.97126341,-2.077611589,"2018-09-01","2019-04-01","banana"
29.97130465,-2.077620635,"2018-09-01","2019-04-01","banana"
29.97121949,-2.077634372,"2018-09-01","2019-04-01","banana"
29.97116819,-2.077626666,"2018-09-01","2019-04-01","banana"
29.97130448,-2.077550776,"2018-09-01","2019-04-01","banana"
29.9711878,-2.077457631,"2018-09-01","2019-04-01","banana"
29.97114355,-2.077487785,"2018-09-01","2019-04-01","banana"
29.97119317,-2.077495156,"2018-09-01","2019-04-01","banana"
30.42262014,-1.695753528,"2018-09-01","2019-04-01","banana"
29.97110331,-2.077473712,"2018-09-01","2019-04-01","banana"
29.97158477,-2.077784645,"2018-09-01","2019-04-01","banana"
29.97144932,-2.077462991,"2018-09-01","2019-04-01","banana"
29.97129911,-2.077480414,"2018-09-01","2019-04-01","banana"
29.97124413,-2.077466341,"2018-09-01","2019-04-01","banana"
29.97118646,-2.077406702,"2018-09-01","2019-04-01","banana"
29.97117976,-2.077377217,"2018-09-01","2019-04-01","banana"
29.9711355,-2.0774,"2018-09-01","2019-04-01","banana"
29.97124212,-2.077349742,"2018-09-01","2019-04-01","banana"
29.97112678,-2.077355773,"2018-09-01","2019-04-01","banana"
29.76370798,-1.588243283,"2018-09-01","2019-04-01","maize"
29.54814224,-1.538136755,"2018-09-01","2019-04-01","forest"
29.97127564,-2.077325618,"2018-09-01","2019-04-01","banana"
29.97132392,-2.077342371,"2018-09-01","2019-04-01","banana"
29.97132795,-2.077380567,"2018-09-01","2019-04-01","banana"
29.97128503,-2.077365825,"2018-09-01","2019-04-01","banana"
29.97140841,-2.077498507,"2018-09-01","2019-04-01","banana"
29.97194821,-2.077371856,"2018-09-01","2019-04-01","banana"
29.97199112,-2.077324948,"2018-09-01","2019-04-01","banana"
29.97207159,-2.077562168,"2018-09-01","2019-04-01","banana"
29.97176381,-2.077284741,"2018-09-01","2019-04-01","banana"
29.97177185,-2.077710933,"2018-09-01","2019-04-01","banana"
29.55667167,-1.539959999,"2018-09-01","2019-04-01","forest"
29.9718094,-2.077712273,"2018-09-01","2019-04-01","banana"
29.97183757,-2.077706912,"2018-09-01","2019-04-01","banana"
29.97159952,-2.077474383,"2018-09-01","2019-04-01","banana"
29.97164847,-2.077479074,"2018-09-01","2019-04-01","banana"
29.97192876,-2.077723664,"2018-09-01","2019-04-01","banana"
29.97200252,-2.077383248,"2018-09-01","2019-04-01","banana"
29.9720327,-2.077344382,"2018-09-01","2019-04-01","banana"
29.97166859,-2.077296134,"2018-09-01","2019-04-01","banana"
29.97142317,-2.077292783,"2018-09-01","2019-04-01","banana"
29.97138092,-2.077324278,"2018-09-01","2019-04-01","banana"
29.55063133,-1.532624113,"2018-09-01","2019-04-01","forest"
29.97147346,-2.077296803,"2018-09-01","2019-04-01","banana"
29.97151034,-2.077265308,"2018-09-01","2019-04-01","banana"
29.9717913,-2.077209019,"2018-09-01","2019-04-01","banana"
29.97198777,-2.077142008,"2018-09-01","2019-04-01","banana"
29.97188953,-2.077441883,"2018-09-01","2019-04-01","banana"
29.97135577,-2.077592657,"2018-09-01","2019-04-01","banana"
29.97133432,-2.077416419,"2018-09-01","2019-04-01","banana"
29.97124849,-2.077502193,"2018-09-01","2019-04-01","banana"
29.97151872,-2.077311881,"2018-09-01","2019-04-01","banana"
29.97135967,-2.07767416,"2018-09-01","2019-04-01","banana"
29.5556417,-1.532634838,"2018-09-01","2019-04-01","forest"
29.9713476,-2.077563592,"2018-09-01","2019-04-01","banana"
29.97134425,-2.077525395,"2018-09-01","2019-04-01","banana"
29.97124232,-2.077423538,"2018-09-01","2019-04-01","banana"
29.97129999,-2.077521374,"2018-09-01","2019-04-01","banana"
29.97134157,-2.07749658,"2018-09-01","2019-04-01","banana"
29.97117661,-2.077662768,"2018-09-01","2019-04-01","banana"
29.97141533,-2.077589725,"2018-09-01","2019-04-01","banana"
29.97141264,-2.077542148,"2018-09-01","2019-04-01","banana"
29.97128122,-2.07780014,"2018-09-01","2019-04-01","banana"
29.97137174,-2.077745192,"2018-09-01","2019-04-01","banana"
29.55393581,-1.533181813,"2018-09-01","2019-04-01","forest"
29.97147098,-2.077652046,"2018-09-01","2019-04-01","banana"
29.97142807,-2.077722408,"2018-09-01","2019-04-01","banana"
29.97156151,-2.077539467,"2018-09-01","2019-04-01","banana"
29.97155815,-2.077501271,"2018-09-01","2019-04-01","banana"
29.97151188,-2.077520704,"2018-09-01","2019-04-01","banana"
29.97150384,-2.077476477,"2018-09-01","2019-04-01","banana"
29.97145288,-2.077504622,"2018-09-01","2019-04-01","banana"
29.97139722,-2.077405445,"2018-09-01","2019-04-01","banana"
29.97162454,-2.077755913,"2018-09-01","2019-04-01","banana"
29.9714455,-2.077418177,"2018-09-01","2019-04-01","banana"
29.55611645,-1.541120976,"2018-09-01","2019-04-01","forest"
29.9716004,-2.077518694,"2018-09-01","2019-04-01","banana"
29.97154072,-2.077400754,"2018-09-01","2019-04-01","banana"
29.97139119,-2.077362558,"2018-09-01","2019-04-01","banana"
29.97187264,-2.077564932,"2018-09-01","2019-04-01","banana"
29.9715206,-2.077666789,"2018-09-01","2019-04-01","banana"
29.97138046,-2.077780707,"2018-09-01","2019-04-01","banana"
29.97155011,-2.077450343,"2018-09-01","2019-04-01","banana"
29.9715957,-2.077421528,"2018-09-01","2019-04-01","banana"
29.9714341,-2.077765965,"2018-09-01","2019-04-01","banana"
29.97113403,-2.077658412,"2018-09-01","2019-04-01","banana"
30.42076941,-1.695752123,"2018-09-01","2019-04-01","legumes"
29.97106831,-2.077508307,"2018-09-01","2019-04-01","banana"
29.97108307,-2.077547173,"2018-09-01","2019-04-01","banana"
29.97109916,-2.077431914,"2018-09-01","2019-04-01","banana"
29.97105759,-2.077460059,"2018-09-01","2019-04-01","banana"
29.97167986,-2.07740243,"2018-09-01","2019-04-01","banana"
29.97176703,-2.077338099,"2018-09-01","2019-04-01","banana"
29.97177642,-2.077391708,"2018-09-01","2019-04-01","banana"
29.9717335,-2.077422533,"2018-09-01","2019-04-01","banana"
29.97169327,-2.077450678,"2018-09-01","2019-04-01","banana"
29.97195747,-2.077422533,"2018-09-01","2019-04-01","banana"
29.55679237,-1.533967418,"2018-09-01","2019-04-01","forest"
29.97209962,-2.077663773,"2018-09-01","2019-04-01","banana"
29.97206341,-2.07770398,"2018-09-01","2019-04-01","banana"
29.97169193,-2.077497586,"2018-09-01","2019-04-01","banana"
29.97157525,-2.077332738,"2018-09-01","2019-04-01","banana"
29.9716356,-2.077324696,"2018-09-01","2019-04-01","banana"
29.97172143,-2.077312635,"2018-09-01","2019-04-01","banana"
29.97180324,-2.077253665,"2018-09-01","2019-04-01","banana"
29.97174557,-2.077516349,"2018-09-01","2019-04-01","banana"
29.97181665,-2.077417172,"2018-09-01","2019-04-01","banana"
29.9717496,-2.077221499,"2018-09-01","2019-04-01","banana"
29.55721079,-1.534289168,"2018-09-01","2019-04-01","forest"
29.97151758,-2.077569958,"2018-09-01","2019-04-01","banana"
29.97108307,-2.077387687,"2018-09-01","2019-04-01","banana"
29.97164801,-2.077525395,"2018-09-01","2019-04-01","banana"
29.97167483,-2.077345806,"2018-09-01","2019-04-01","banana"
29.97193635,-2.077461064,"2018-09-01","2019-04-01","banana"
29.97188404,-2.077670139,"2018-09-01","2019-04-01","banana"
29.97111022,-2.077683541,"2018-09-01","2019-04-01","banana"
29.97405261,-2.077105906,"2018-09-01","2019-04-01","maize"
29.97405764,-2.077109256,"2018-09-01","2019-04-01","maize"
29.97406267,-2.077111601,"2018-09-01","2019-04-01","maize"
29.55747566,-1.534226829,"2018-09-01","2019-04-01","forest"
