longitude,latitude,label,start_date,end_date
-47.094377199793400,-15.432809901058600,Pasture,2017-09-01,2018-08-31
-47.095432477702600,-15.423286162435800,Pasture,2017-09-01,2018-08-31
-47.093843255036900,-15.410204807147700,Pasture,2017-09-01,2018-08-31
-47.094692909844000,-15.396063796032600,Pasture,2017-09-01,2018-08-31
-47.094165031704800,-15.380559543560300,Pasture,2017-09-01,2018-08-31
-47.111837438882200,-15.362975025042500,Pasture,2017-09-01,2018-08-31
-47.117872891082100,-15.354304353869200,Pasture,2017-09-01,2018-08-31
-47.128440572072300,-15.326278145982400,Pasture,2017-09-01,2018-08-31
-47.135625795594600,-15.312697067246800,Pasture,2017-09-01,2018-08-31
-47.157031895038600,-15.283133893778500,Cerrado,2017-09-01,2018-08-31
-47.163661113050600,-15.270331232865900,Cerrado,2017-09-01,2018-08-31
-47.170032939750500,-15.224475231274400,Cerrado,2017-09-01,2018-08-31
-47.175525970807200,-15.220656811680000,Cerrado,2017-09-01,2018-08-31
-47.156068601667900,-15.213773370351600,Urban_Area,2017-09-01,2018-08-31
-47.153554433919200,-15.213547247867400,Urban_Area,2017-09-01,2018-08-31
-47.152070262263400,-15.208697966349600,Pasture,2017-09-01,2018-08-31
-47.151161749121300,-15.203336141689900,Pasture,2017-09-01,2018-08-31
-47.155609030888300,-15.193783249082600,Pasture,2017-09-01,2018-08-31
-47.146665850872200,-15.189984320089500,Pasture,2017-09-01,2018-08-31
-47.140661892285600,-15.178158951701100,Pasture,2017-09-01,2018-08-31
-47.134373998757600,-15.136037858288800,Pasture,2017-09-01,2018-08-31
-47.056099219827800,-15.039786639381400,Urban_Area,2017-09-01,2018-08-31
-47.052393821321900,-15.033362925014700,Urban_Area,2017-09-01,2018-08-31
-47.055287550660700,-15.026731747844000,Pasture,2017-09-01,2018-08-31
-47.028875181715300,-14.999058146480200,Cerrado,2017-09-01,2018-08-31
-47.020168743384000,-14.986446660142500,Pasture,2017-09-01,2018-08-31
-47.014011999995800,-14.970732707477500,Pasture,2017-09-01,2018-08-31
-47.010374637239200,-14.972867080891200,Pasture,2017-09-01,2018-08-31
-47.002080979638300,-14.960849775906700,Pasture,2017-09-01,2018-08-31
-47.005653513924800,-14.958827601423100,Pasture,2017-09-01,2018-08-31
-46.948936539940000,-14.912395236074300,Pasture,2017-09-01,2018-08-31
-46.930123832284600,-14.905298147955900,Pasture,2017-09-01,2018-08-31
-46.910983227515800,-14.897732740771500,Pasture,2017-09-01,2018-08-31
-46.898434223199300,-14.892734338200500,Pasture,2017-09-01,2018-08-31
-46.894849475011800,-14.901421649106900,Pasture,2017-09-01,2018-08-31
-46.882584820957000,-14.885508795924800,Pasture,2017-09-01,2018-08-31
-46.842942285820700,-14.873637019853700,Pasture,2017-09-01,2018-08-31
-46.832859976648300,-14.876204940914100,Pasture,2017-09-01,2018-08-31
-46.807729609626600,-14.861395234614300,Pasture,2017-09-01,2018-08-31
-46.807792081643900,-14.866131174468600,Pasture,2017-09-01,2018-08-31
-46.749559786172100,-14.841783297120800,Pasture,2017-09-01,2018-08-31
-46.719177317653300,-14.826670742055100,Cerrado,2017-09-01,2018-08-31
-46.697748292014300,-14.798708404490400,Pasture,2017-09-01,2018-08-31
-46.689401576936700,-14.785736705099100,Pasture,2017-09-01,2018-08-31
-46.696418740135600,-14.778796359207000,Pasture,2017-09-01,2018-08-31
-46.681187631132600,-14.762224283683300,Pasture,2017-09-01,2018-08-31
-46.675094788569000,-14.757842768033200,Urban_Area,2017-09-01,2018-08-31
-46.671827448519700,-14.760540025327300,Urban_Area,2017-09-01,2018-08-31
-46.665835624781600,-14.758555265532000,Pasture,2017-09-01,2018-08-31
-46.659030494968100,-14.755604058114400,Pasture,2017-09-01,2018-08-31
-46.661158981205600,-14.751010280975200,Pasture,2017-09-01,2018-08-31
-46.649831530445500,-14.739454055297200,Pasture,2017-09-01,2018-08-31
-46.649448886401600,-14.732155547063500,Pasture,2017-09-01,2018-08-31
-46.656785377263200,-14.726399232499700,Cerrado,2017-09-01,2018-08-31
-46.648430547926600,-14.719386290663500,Pasture,2017-09-01,2018-08-31
-46.650246776196800,-14.682482010061400,Pasture,2017-09-01,2018-08-31
-46.644540020631200,-14.684647573617100,Pasture,2017-09-01,2018-08-31
-46.634918491951800,-14.652754760251900,Pasture,2017-09-01,2018-08-31
-46.640865649372400,-14.650199189445400,Pasture,2017-09-01,2018-08-31
-46.635372573283900,-14.644887452056800,Pasture,2017-09-01,2018-08-31
-46.617139739234400,-14.623225955151000,Pasture,2017-09-01,2018-08-31
-46.605459899233700,-14.614181255850900,Pasture,2017-09-01,2018-08-31
-46.598647157194300,-14.606247276865200,Pasture,2017-09-01,2018-08-31
-46.587032988275000,-14.591811034031700,Pasture,2017-09-01,2018-08-31
-46.588348783286200,-14.583796232215700,Pasture,2017-09-01,2018-08-31
-46.579815035714700,-14.568782936449700,Pasture,2017-09-01,2018-08-31
-46.570536429196800,-14.557750007398900,Pasture,2017-09-01,2018-08-31
-46.565844831922400,-14.574074103625300,Pasture,2017-09-01,2018-08-31
-46.556483160978800,-14.563218699005800,Pasture,2017-09-01,2018-08-31
-46.547401736394500,-14.551671440948800,Pasture,2017-09-01,2018-08-31
-46.531174183216400,-14.517184587517100,Pasture,2017-09-01,2018-08-31
-46.511052129574600,-14.503311132720800,Pasture,2017-09-01,2018-08-31
-46.513875660833400,-14.481745860498400,Urban_Area,2017-09-01,2018-08-31
-46.493057148690200,-14.483330595500200,Urban_Area,2017-09-01,2018-08-31
-46.482973310046800,-14.472831086835900,Urban_Area,2017-09-01,2018-08-31
-46.460557210376700,-14.448854258893400,Pasture,2017-09-01,2018-08-31
-46.452729673002900,-14.421924871206800,Pasture,2017-09-01,2018-08-31
-46.452963659554600,-14.400517701478400,Pasture,2017-09-01,2018-08-31
-46.447892896842700,-14.407404004478800,Pasture,2017-09-01,2018-08-31
-46.446175478182000,-14.392773969167900,Pasture,2017-09-01,2018-08-31
-46.443301964748500,-14.382102295831800,Pasture,2017-09-01,2018-08-31
-46.444679015557000,-14.369419958799700,Pasture,2017-09-01,2018-08-31
-46.437451403259400,-14.344439191493000,Cerrado,2017-09-01,2018-08-31
-46.439362937036500,-14.338072067188900,Cerrado,2017-09-01,2018-08-31
-46.444994300959100,-14.323088155530000,Pasture,2017-09-01,2018-08-31
-46.451219779290000,-14.305488684802100,Pasture,2017-09-01,2018-08-31
-46.431387691024000,-14.293984492059300,Pasture,2017-09-01,2018-08-31
-46.424320622455400,-14.292072631928200,Pasture,2017-09-01,2018-08-31
-46.395825498965000,-14.275324181468200,Pasture,2017-09-01,2018-08-31
-46.402728872446500,-14.271803001595300,Pasture,2017-09-01,2018-08-31
-46.372607372933200,-14.265462224960300,Cerrado,2017-09-01,2018-08-31
-46.352826985974700,-14.243727182931000,Pasture,2017-09-01,2018-08-31
-46.352659605125700,-14.239980890595300,Urban_Area,2017-09-01,2018-08-31
-46.330601942317400,-14.218940755008500,Pasture,2017-09-01,2018-08-31
-46.328959712947400,-14.201501738196200,Pasture,2017-09-01,2018-08-31
-46.329079642814400,-14.197729556432000,Pasture,2017-09-01,2018-08-31
-46.334797232236400,-14.193742134456500,Cerrado,2017-09-01,2018-08-31
-46.325749291195300,-14.187878784224900,Cerradao,2017-09-01,2018-08-31
-46.338455495705500,-14.216603636339900,Pasture,2017-09-01,2018-08-31
-46.328074822940300,-14.207771118940700,Pasture,2017-09-01,2018-08-31
-46.323907132457700,-14.177465748733400,Pasture,2017-09-01,2018-08-31
-46.326253280091600,-14.172365841212100,Pasture,2017-09-01,2018-08-31
-46.331130001429900,-14.173721369689500,Pasture,2017-09-01,2018-08-31
-46.330727665514200,-14.168015066103200,Pasture,2017-09-01,2018-08-31
-46.329979371915900,-14.163426712617200,Pasture,2017-09-01,2018-08-31
-46.321517241896600,-14.148177051115000,Pasture,2017-09-01,2018-08-31
-46.328095227509800,-14.145129113846200,Pasture,2017-09-01,2018-08-31
-46.317458967539700,-14.141760914151300,Pasture,2017-09-01,2018-08-31
-46.312345298772800,-14.133045308165400,Pasture,2017-09-01,2018-08-31
-46.323876398274400,-14.130948494041000,Pasture,2017-09-01,2018-08-31
-46.330491779849400,-14.136326675991800,Pasture,2017-09-01,2018-08-31
-46.308245304216500,-14.123723236621200,Cerradao,2017-09-01,2018-08-31
-46.303477967277600,-14.118418740237700,Pasture,2017-09-01,2018-08-31
-46.312163929154200,-14.106511128793800,Pasture,2017-09-01,2018-08-31
-46.323210953473100,-14.113258782636900,Pasture,2017-09-01,2018-08-31
-46.298791345353700,-14.103153759037100,Pasture,2017-09-01,2018-08-31
-46.339060425557600,-14.074434920841000,Urban_Area,2017-09-01,2018-08-31
-46.347800879808900,-14.074034716979700,Urban_Area,2017-09-01,2018-08-31
-46.354836389313200,-14.083968349715800,Urban_Area,2017-09-01,2018-08-31
-46.364080415722900,-14.088219538453700,Urban_Area,2017-09-01,2018-08-31
-46.351225927755800,-14.097860201540600,Urban_Area,2017-09-01,2018-08-31
-46.376555560564200,-14.082662376194300,Urban_Area,2017-09-01,2018-08-31
-46.377152939274100,-14.088646659595000,Urban_Area,2017-09-01,2018-08-31
-46.314380314551400,-14.120954596160900,Cerradao,2017-09-01,2018-08-31
-46.318410327129000,-14.155829460918300,Cerrado,2017-09-01,2018-08-31
-46.333807492372700,-14.225938006495900,Pasture,2017-09-01,2018-08-31
-46.359244281357000,-14.253794464045400,Pasture,2017-09-01,2018-08-31
-46.384092292857100,-14.272007233114600,Pasture,2017-09-01,2018-08-31
-46.409586400049900,-14.288018269191400,Pasture,2017-09-01,2018-08-31
-46.424284645386400,-14.284796734716400,Pasture,2017-09-01,2018-08-31
-46.440577683853900,-14.291778840606600,Pasture,2017-09-01,2018-08-31
-46.442133090907100,-14.331781123338400,Cerrado,2017-09-01,2018-08-31
-46.442524320205200,-14.357373090186700,Pasture,2017-09-01,2018-08-31
-46.445999361306200,-14.365350512836200,Pasture,2017-09-01,2018-08-31
-46.658159576816400,-14.707292682054100,Pasture,2017-09-01,2018-08-31
-46.681745356340100,-14.773272446008700,Pasture,2017-09-01,2018-08-31
-46.754988796853300,-14.850174819628700,Cerrado,2017-09-01,2018-08-31
-46.971002395797700,-14.933715306597200,Cerrado,2017-09-01,2018-08-31
-46.995811922559700,-14.947209122996600,Pasture,2017-09-01,2018-08-31
-47.071276621600700,-15.062739923739100,Cerrado,2017-09-01,2018-08-31
-47.110785720965700,-15.101474261550900,Soy_Corn,2017-09-01,2018-08-31
-47.102808466259300,-15.093346257488900,Soy,2017-09-01,2018-08-31
-47.128271138189700,-15.122188348119000,Cerradao,2017-09-01,2018-08-31
-47.190506087958300,-15.560666037757100,Cerrado,2017-09-01,2018-08-31
-47.490987083582300,-15.582408177537200,Soy_Corn,2017-09-01,2018-08-31
-46.359051142949200,-14.086140270793500,Urban_Area,2017-09-01,2018-08-31
-46.346240619868500,-14.075650961958800,Urban_Area,2017-09-01,2018-08-31
-46.352816714865100,-14.096662474488900,Urban_Area,2017-09-01,2018-08-31
-46.324499452045600,-14.113923324028300,Cerrado,2017-09-01,2018-08-31
-46.312625907347000,-14.104598699204900,Cerrado,2017-09-01,2018-08-31
-46.301745360143000,-14.118531632054900,Cerrado,2017-09-01,2018-08-31
-46.298797322922200,-14.103570161061800,Cerrado,2017-09-01,2018-08-31
-46.307114837812200,-14.093793520696600,Cerrado,2017-09-01,2018-08-31
-46.294411530819800,-14.093716933971300,Cerrado,2017-09-01,2018-08-31
-46.284772357651400,-14.081730934506900,Cerrado,2017-09-01,2018-08-31
-46.297806612701400,-14.076159765699000,Cerrado,2017-09-01,2018-08-31
-46.277710761714100,-14.069665448185400,Cerrado,2017-09-01,2018-08-31
-46.280474806025900,-14.053512419004900,Cerradao,2017-09-01,2018-08-31
-46.288387076807000,-14.059175125453500,Cerrado,2017-09-01,2018-08-31
-46.266400464249600,-14.048988636972300,Cerrado,2017-09-01,2018-08-31
-46.271182223889900,-14.041886213478600,Cerrado,2017-09-01,2018-08-31
-46.257534341091900,-14.044729005902200,Cerrado,2017-09-01,2018-08-31
-46.259140273594400,-14.031222284139400,Cerrado,2017-09-01,2018-08-31
-46.246240393643000,-14.023126444462900,Cerrado,2017-09-01,2018-08-31
-46.237639044053000,-14.037475609356200,Cerrado,2017-09-01,2018-08-31
-46.225560390631400,-14.027950028633500,Cerrado,2017-09-01,2018-08-31
-46.230774999266800,-14.011967475211300,Cerrado,2017-09-01,2018-08-31
-46.214855369820500,-14.019829460857300,Cerrado,2017-09-01,2018-08-31
-46.223726252693900,-14.008809808599600,Cerrado,2017-09-01,2018-08-31
-46.200077693834300,-14.012483183328800,Cerrado,2017-09-01,2018-08-31
-46.213338284482700,-14.001107642455500,Agriculture,2017-09-01,2018-08-31
-46.193253155246500,-13.993402617509400,Cerrado,2017-09-01,2018-08-31
-46.210281133769500,-13.990068846060300,Agr. Temp. 1,2017-09-01,2018-08-31
-46.186548154230700,-13.962136101820500,Cerrado,2017-09-01,2018-08-31
-46.203157504491500,-13.973523667494700,Cerrado,2017-09-01,2018-08-31
-46.202164892913600,-13.952178909476400,Urban_Area,2017-09-01,2018-08-31
-46.192841028288200,-13.952508459490000,Urban_Area,2017-09-01,2018-08-31
-46.191134796584400,-13.944391991518800,Urban_Area,2017-09-01,2018-08-31
-46.198157000260700,-13.940758839804500,Agriculture,2017-09-01,2018-08-31
-46.195368943840400,-13.934329308993400,Corn,2017-09-01,2018-08-31
-46.185257590467400,-13.929627909308000,Urban_Area,2017-09-01,2018-08-31
-46.192741841393500,-13.926292567376500,Soy,2017-09-01,2018-08-31
-46.180647935572500,-13.917632043776500,Soy,2017-09-01,2018-08-31
-46.180098193615900,-13.903585581192900,Soy,2017-09-01,2018-08-31
-46.192486509462500,-13.907581324765900,Soy,2017-09-01,2018-08-31
-46.197206694947700,-13.917871548500800,Soy,2017-09-01,2018-08-31
-46.190665930328600,-13.896775558316200,Soy,2017-09-01,2018-08-31
-46.179041117427900,-13.887252294341300,Soy,2017-09-01,2018-08-31
-46.188294516870500,-13.882178927711900,Soy,2017-09-01,2018-08-31
-46.185915371081400,-13.864447822176100,Soy,2017-09-01,2018-08-31
-46.183388197068000,-13.853361322156400,Soy,2017-09-01,2018-08-31
-46.175024542627300,-13.854174809005400,Urban_Area,2017-09-01,2018-08-31
-46.180428932120600,-13.843432670773200,Soy,2017-09-01,2018-08-31
-46.180810844252400,-13.833513562320300,Soy,2017-09-01,2018-08-31
-46.165196046160000,-13.826619329319900,Soy,2017-09-01,2018-08-31
-46.167594594466000,-13.831118601234600,Soy,2017-09-01,2018-08-31
-46.174982626078800,-13.825638375243500,Soy,2017-09-01,2018-08-31
-46.161333902779700,-13.817006219044400,Soy,2017-09-01,2018-08-31
-46.172701442190300,-13.815158726773900,Soy,2017-09-01,2018-08-31
-46.171087993667400,-13.806782739218000,Soy,2017-09-01,2018-08-31
-46.168294100636900,-13.840764026120300,Planted_Forest,2017-09-01,2018-08-31
-46.157196940788400,-13.808380118452700,Planted_Forest,2017-09-01,2018-08-31
-46.158877742776300,-13.794659001150100,Soy,2017-09-01,2018-08-31
-46.153431143824500,-13.794208198112200,Soy,2017-09-01,2018-08-31
-46.143986546793800,-13.802379005771700,Soy,2017-09-01,2018-08-31
-46.152746931867700,-13.802147853699700,Soy,2017-09-01,2018-08-31
-46.141555461982300,-13.792667544663500,Soy,2017-09-01,2018-08-31
-46.132361864430200,-13.803258712092500,Soy,2017-09-01,2018-08-31
-46.131590019567000,-13.792410904968800,Soy,2017-09-01,2018-08-31
-46.123865268662800,-13.790238994987700,Soy,2017-09-01,2018-08-31
-46.127042307557800,-13.802720912421700,Soy,2017-09-01,2018-08-31
-46.120967260381400,-13.801434955849000,Soy,2017-09-01,2018-08-31
-46.111207640145900,-13.799906113570200,Soy,2017-09-01,2018-08-31
-46.089817655615500,-13.782950418077900,Cerrado,2017-09-01,2018-08-31
-46.097687480356100,-13.796189023403400,Soy,2017-09-01,2018-08-31
-46.085176190031600,-13.793134239645800,Soy,2017-09-01,2018-08-31
-46.077297193806500,-13.781747392668500,Soy,2017-09-01,2018-08-31
-46.070989368474400,-13.778818594746900,Corn,2017-09-01,2018-08-31
-46.074481577614800,-13.788773456258500,Soy,2017-09-01,2018-08-31
-46.065212890966900,-13.788325955259400,Corn,2017-09-01,2018-08-31
-46.063343829789200,-13.776899315552200,Corn,2017-09-01,2018-08-31
-46.055923276152500,-13.797332830165500,Cerrado,2017-09-01,2018-08-31
-46.056668499110200,-13.773877031083000,Soy,2017-09-01,2018-08-31
-46.049801050856300,-13.785845285139700,Soy,2017-09-01,2018-08-31
-46.050149886835700,-13.772309466285700,Soy,2017-09-01,2018-08-31
-46.044579859781400,-13.771262060991700,Soy,2017-09-01,2018-08-31
-46.042103899654500,-13.783709870262100,Soy,2017-09-01,2018-08-31
-46.035184145548100,-13.780734188138000,Soy,2017-09-01,2018-08-31
-46.038035988506200,-13.769332194754400,Soy,2017-09-01,2018-08-31
-46.024974277992100,-13.776148636495200,Soy,2017-09-01,2018-08-31
-46.031322126114900,-13.766816090603200,Soy,2017-09-01,2018-08-31
-46.023963416685700,-13.761919169372200,Soy,2017-09-01,2018-08-31
-46.013504208147900,-13.752552931485800,Soy,2017-09-01,2018-08-31
-46.004618697917600,-13.747679663274700,Soy,2017-09-01,2018-08-31
-45.995461812171600,-13.736884309576300,Agriculture,2017-09-01,2018-08-31
-45.979919096458000,-13.748469392204200,Corn,2017-09-01,2018-08-31
-45.985673055341500,-13.732317395854600,Soy,2017-09-01,2018-08-31
-45.978706248751600,-13.729888782432900,Soy,2017-09-01,2018-08-31
-45.968328122197100,-13.726593460263100,Soy,2017-09-01,2018-08-31
-45.959874043578300,-13.722761872470500,Soy,2017-09-01,2018-08-31
-45.955254391102200,-13.733290274834400,Agr. Temp. 1,2017-09-01,2018-08-31
-45.963015158651600,-13.735960582484200,Agr. Temp. 1,2017-09-01,2018-08-31
-45.949068009168100,-13.721847797046200,Pasture,2017-09-01,2018-08-31
-45.943840366565900,-13.731893032776000,Soy,2017-09-01,2018-08-31
-45.934449042185400,-13.729610621337200,Soy,2017-09-01,2018-08-31
-45.934869713770900,-13.718769283069600,Soy,2017-09-01,2018-08-31
-45.941631847413200,-13.720036335897600,Soy,2017-09-01,2018-08-31
-45.925025585492000,-13.714125444119800,Soy,2017-09-01,2018-08-31
-45.919455211596000,-13.724150454565800,Pasture,2017-09-01,2018-08-31
-45.885988298268400,-13.711625365391400,Cerrado,2017-09-01,2018-08-31
-45.886038988906000,-13.701178480034500,Corn,2017-09-01,2018-08-31
-45.877038940021100,-13.706657323811400,Cerrado,2017-09-01,2018-08-31
-45.869172976222900,-13.691022009148200,Soy,2017-09-01,2018-08-31
-45.861148515651900,-13.701147704662800,Cerrado,2017-09-01,2018-08-31
-45.879583144662200,-13.693357729505600,Soy,2017-09-01,2018-08-31
-45.859643436647500,-13.688230046112600,Soy,2017-09-01,2018-08-31
-45.840329799148400,-13.693287762979500,Cerrado,2017-09-01,2018-08-31
-45.847249151112200,-13.684003617320700,Soy,2017-09-01,2018-08-31
-45.811657793014700,-13.681648836057500,Cerrado,2017-09-01,2018-08-31
-45.836738836270600,-13.676285296095900,Pasture,2017-09-01,2018-08-31
-45.818250007886800,-13.669209546814100,Soy,2017-09-01,2018-08-31
-45.803531963908300,-13.663072764015700,Soy,2017-09-01,2018-08-31
-45.793952733470800,-13.660492093542500,Corn,2017-09-01,2018-08-31
-45.778068931539200,-13.674717877174300,Pasture,2017-09-01,2018-08-31
-45.783285890659900,-13.647525589038100,Pasture,2017-09-01,2018-08-31
-45.770774887077100,-13.651411450588600,Soy,2017-09-01,2018-08-31
-45.761250151799600,-13.652226768542500,Soy,2017-09-01,2018-08-31
-45.752691215401400,-13.666204631537200,Soy,2017-09-01,2018-08-31
-45.727522741551500,-13.666230957530900,Pasture,2017-09-01,2018-08-31
-45.730040627944200,-13.656464686987100,Cerrado,2017-09-01,2018-08-31
-45.721672396174400,-13.652968161020600,Cerrado,2017-09-01,2018-08-31
-45.708971013123700,-13.660007258598000,Agr. Temp. 1,2017-09-01,2018-08-31
-45.711438663381200,-13.650094517171500,Cerrado,2017-09-01,2018-08-31
-45.702608957171000,-13.647405585347100,Cerrado,2017-09-01,2018-08-31
-45.694039159262400,-13.644080265764600,Cerrado,2017-09-01,2018-08-31
-45.684091392898400,-13.642679467964600,Cerrado,2017-09-01,2018-08-31
-45.675914771195600,-13.639024214320200,Cerrado,2017-09-01,2018-08-31
-45.694634206190000,-13.653407969741700,Agr. Temp. 1,2017-09-01,2018-08-31
-45.690014961762700,-13.652005338275400,Agr. Temp. 1,2017-09-01,2018-08-31
-45.680230727567200,-13.649561814364100,Agr. Temp. 1,2017-09-01,2018-08-31
-45.673561045437600,-13.648041667535200,Agr. Temp. 1,2017-09-01,2018-08-31
-45.701151576421800,-13.656404503228400,Agr. Temp. 1,2017-09-01,2018-08-31
-45.664704547635700,-13.645510206038100,Agr. Temp. 1,2017-09-01,2018-08-31
-45.667191912612700,-13.636842539393100,Cerrado,2017-09-01,2018-08-31
-45.658425187099200,-13.634094342236300,Cerrado,2017-09-01,2018-08-31
-45.655951667622800,-13.642855755226500,Agr. Temp. 1,2017-09-01,2018-08-31
-45.646850267318600,-13.638663650947400,Soy,2017-09-01,2018-08-31
-45.649012093094500,-13.631316635020600,Cerrado,2017-09-01,2018-08-31
-45.637434725022800,-13.636678127195200,Agr. Temp. 1,2017-09-01,2018-08-31
-45.639938307977100,-13.628778647956600,Cerrado,2017-09-01,2018-08-31
-45.630819990419600,-13.626208687388200,Cerrado,2017-09-01,2018-08-31
-45.628591657731300,-13.634002918548900,Agr. Temp. 1,2017-09-01,2018-08-31
-45.620758751677000,-13.624398598345500,Cerrado,2017-09-01,2018-08-31
-45.617972315977800,-13.636310915716700,Cerrado,2017-09-01,2018-08-31
-45.610086892667200,-13.624114612479800,Soy,2017-09-01,2018-08-31
-45.606539629869000,-13.635304084701600,Agr. Temp. 1,2017-09-01,2018-08-31
-45.598757759650100,-13.626586431442000,Soy,2017-09-01,2018-08-31
-45.592291246399400,-13.636585797020700,Agr. Temp. 1,2017-09-01,2018-08-31
-45.590699950895500,-13.628123868156500,Soy,2017-09-01,2018-08-31
-45.580154463356200,-13.637375311217200,Cerrado,2017-09-01,2018-08-31
-45.570846557553600,-13.638676275862900,Cerrado,2017-09-01,2018-08-31
-45.571974104736200,-13.629632019618500,Soy,2017-09-01,2018-08-31
-45.559701840212000,-13.640669761733600,Cerrado,2017-09-01,2018-08-31
-45.561856253230700,-13.629559135625900,Cerrado,2017-09-01,2018-08-31
-45.550687977152800,-13.639851303199100,Cerrado,2017-09-01,2018-08-31
-45.538856226050500,-13.631305956782800,Cerrado,2017-09-01,2018-08-31
-45.537732362797300,-13.641823411024200,Pasture,2017-09-01,2018-08-31
-45.518372099411100,-13.633047832319900,Cerrado,2017-09-01,2018-08-31
-45.527357599201500,-13.641998175111100,Pasture,2017-09-01,2018-08-31
-45.518033140805200,-13.641804323133400,Pasture,2017-09-01,2018-08-31
-45.497867480532400,-13.632821555947100,Cerrado,2017-09-01,2018-08-31
-45.502954638109500,-13.640467234354400,Pasture,2017-09-01,2018-08-31
-45.490566075958800,-13.642968875391100,Pasture,2017-09-01,2018-08-31
-45.482828921543200,-13.632473559799200,Planted_Forest,2017-09-01,2018-08-31
-45.479462936777400,-13.643374159729500,Pasture,2017-09-01,2018-08-31
-45.472363292127200,-13.631685582107300,Planted_Forest,2017-09-01,2018-08-31
-45.470984834329700,-13.641883956667000,Pasture,2017-09-01,2018-08-31
-45.460677750356800,-13.639919744448200,Pasture,2017-09-01,2018-08-31
-45.462937997007000,-13.631086817166100,Planted_Forest,2017-09-01,2018-08-31
-45.447864284410400,-13.638657229479800,Corn,2017-09-01,2018-08-31
-45.450104546288100,-13.627910377660900,Soy,2017-09-01,2018-08-31
-45.440478123587000,-13.627058023501900,Soy,2017-09-01,2018-08-31
-45.441050243718700,-13.637297273679500,Corn,2017-09-01,2018-08-31
-45.434787640049800,-13.637305896931400,Corn,2017-09-01,2018-08-31
-45.425925676273800,-13.636690538153800,Pasture,2017-09-01,2018-08-31
-45.428419022644800,-13.626905461390700,Cerrado,2017-09-01,2018-08-31
-45.416878704011300,-13.625046928032100,Pasture,2017-09-01,2018-08-31
-45.412883358844800,-13.635423572810200,Cerrado,2017-09-01,2018-08-31
-45.404060880137500,-13.624824525642600,Pasture,2017-09-01,2018-08-31
-45.398148598991800,-13.631285241978100,Pasture,2017-09-01,2018-08-31
-45.391358240541100,-13.622179477955200,Pasture,2017-09-01,2018-08-31
-45.372998636516300,-13.631148732755900,Pasture,2017-09-01,2018-08-31
-45.371341613676100,-13.621000974844600,Urban_Area,2017-09-01,2018-08-31
